dataset,target_model,auto_encoder_weighting,auto_encoder_sampling,auto_encoder,instance_no,noise_std,kernel_width,jaccard_values,score,mse,predict_label,label
adult,RF,TRUE,TRUE,CVAE,12,0.7,0,,0.77,0,[0],0
adult,RF,TRUE,TRUE,CVAE,12,0.8,0,,0.806,0,[0],0
adult,RF,TRUE,TRUE,CVAE,12,0.9,0,,0.832,0,[0],0
adult,RF,TRUE,TRUE,CVAE,12,1,0,,0.845,0.053,[0],0
adult,RF,TRUE,TRUE,CVAE,13,0.01,0,,0,0.051,[0],0
adult,RF,TRUE,TRUE,CVAE,13,0.05,0,,0.296,0.052,[0],0
adult,RF,TRUE,TRUE,CVAE,13,0.1,0,,0.42,0.053,[0],0
adult,RF,TRUE,TRUE,CVAE,13,0.2,0,,0.477,0.053,[0],0
adult,RF,TRUE,TRUE,CVAE,13,0.3,0,,0.486,0.041,[0],0
adult,RF,TRUE,TRUE,CVAE,13,0.4,0,,0.542,0.043,[0],0
adult,RF,TRUE,TRUE,CVAE,13,0.5,0,,0.576,0.04,[0],0
adult,RF,TRUE,TRUE,CVAE,13,0.6,0,,0.609,0.033,[0],0
adult,RF,TRUE,TRUE,CVAE,13,0.7,0,,0.657,0.012,[0],0
adult,RF,TRUE,TRUE,CVAE,13,0.8,0,,0.702,0.037,[0],0
adult,RF,TRUE,TRUE,CVAE,13,0.9,0,,0.728,0.035,[0],0
adult,RF,TRUE,TRUE,CVAE,13,1,0,,0.759,0.036,[0],0
adult,RF,TRUE,TRUE,CVAE,14,0.01,0,,0.036,0.018,[0],0
adult,RF,TRUE,TRUE,CVAE,14,0.05,0,,0.053,0.016,[0],0
adult,RF,TRUE,TRUE,CVAE,14,0.1,0,,0.183,0.029,[0],0
adult,RF,TRUE,TRUE,CVAE,14,0.2,0,,0.442,0.021,[0],0
adult,RF,TRUE,TRUE,CVAE,14,0.3,0,,0.385,0.02,[0],0
adult,RF,TRUE,TRUE,CVAE,14,0.4,0,,0.221,0.028,[0],0
adult,RF,TRUE,TRUE,CVAE,14,0.5,0,,0.149,0.029,[0],0
adult,RF,TRUE,TRUE,CVAE,14,0.6,0,,0.18,0.036,[0],0
adult,RF,TRUE,TRUE,CVAE,14,0.7,0,,0.292,0.028,[0],0
adult,RF,TRUE,TRUE,CVAE,14,0.8,0,,0.382,0.024,[0],0
adult,RF,TRUE,TRUE,CVAE,14,0.9,0,,0.453,0.017,[0],0
adult,RF,TRUE,TRUE,CVAE,14,1,0,,0.516,0.025,[0],0
adult,RF,TRUE,TRUE,CVAE,15,0.01,0,,0.407,0.006,[0],0
adult,RF,TRUE,TRUE,CVAE,15,0.05,0,,0.166,0.005,[0],0
adult,RF,TRUE,TRUE,CVAE,15,0.1,0,,0.077,0.004,[0],0
adult,RF,TRUE,TRUE,CVAE,15,0.2,0,,0.27,0.001,[0],0
adult,RF,TRUE,TRUE,CVAE,15,0.3,0,,0.571,0.002,[0],0
adult,RF,TRUE,TRUE,CVAE,15,0.4,0,,0.688,0,[0],0
adult,RF,TRUE,TRUE,CVAE,15,0.5,0,,0.757,0,[0],0
adult,RF,TRUE,TRUE,CVAE,15,0.6,0,,0.781,0.086,[0],0
adult,RF,TRUE,TRUE,CVAE,15,0.7,0,,0.792,0.006,[0],0
adult,RF,TRUE,TRUE,CVAE,15,0.8,0,,0.816,0.055,[0],0
adult,RF,TRUE,TRUE,CVAE,15,0.9,0,,0.825,0,[0],0
adult,RF,TRUE,TRUE,CVAE,15,1,0,,0.837,0.006,[0],0
adult,RF,TRUE,TRUE,CVAE,16,0.01,0,,0.006,0,[1],1
adult,RF,TRUE,TRUE,CVAE,16,0.05,0,,0.691,0,[1],1
adult,RF,TRUE,TRUE,CVAE,16,0.1,0,,0.721,0.001,[1],1
adult,RF,TRUE,TRUE,CVAE,16,0.2,0,,0.701,0,[1],1
adult,RF,TRUE,TRUE,CVAE,16,0.3,0,,0.646,0,[1],1
adult,RF,TRUE,TRUE,CVAE,16,0.4,0,,0.559,0.003,[1],1
adult,RF,TRUE,TRUE,CVAE,16,0.5,0,,0.481,0,[1],1
adult,RF,TRUE,TRUE,CVAE,16,0.6,0,,0.417,0.001,[1],1
adult,RF,TRUE,TRUE,CVAE,16,0.7,0,,0.388,0.01,[1],1
adult,RF,TRUE,TRUE,CVAE,16,0.8,0,,0.372,0,[1],1
adult,RF,TRUE,TRUE,CVAE,16,0.9,0,,0.391,0.002,[1],1
adult,RF,TRUE,TRUE,CVAE,16,1,0,,0.428,0.008,[1],1
adult,RF,TRUE,TRUE,CVAE,17,0.01,0,,0.036,0.065,[0],0
adult,RF,TRUE,TRUE,CVAE,17,0.05,0,,0.39,0.065,[0],0
adult,RF,TRUE,TRUE,CVAE,17,0.1,0,,0.274,0.058,[0],0
adult,RF,TRUE,TRUE,CVAE,17,0.2,0,,0.355,0.054,[0],0
adult,RF,TRUE,TRUE,CVAE,17,0.3,0,,0.536,0.051,[0],0
adult,RF,TRUE,TRUE,CVAE,17,0.4,0,,0.516,0.035,[0],0
adult,RF,TRUE,TRUE,CVAE,17,0.5,0,,0.497,0.041,[0],0
adult,RF,TRUE,TRUE,CVAE,17,0.6,0,,0.528,0.015,[0],0
adult,RF,TRUE,TRUE,CVAE,17,0.7,0,,0.576,0.019,[0],0
adult,RF,TRUE,TRUE,CVAE,17,0.8,0,,0.632,0.04,[0],0
adult,RF,TRUE,TRUE,CVAE,17,0.9,0,,0.674,0,[0],0
adult,RF,TRUE,TRUE,CVAE,17,1,0,,0.715,0.022,[0],0
adult,RF,TRUE,TRUE,CVAE,18,0.01,0,,0.512,0.018,[0],0
adult,RF,TRUE,TRUE,CVAE,18,0.05,0,,0.336,0.019,[0],0
adult,RF,TRUE,TRUE,CVAE,18,0.1,0,,0.592,0.017,[0],0
adult,RF,TRUE,TRUE,CVAE,18,0.2,0,,0.608,0.006,[0],0
adult,RF,TRUE,TRUE,CVAE,18,0.3,0,,0.739,0.007,[0],0
adult,RF,TRUE,TRUE,CVAE,18,0.4,0,,0.781,0.029,[0],0
adult,RF,TRUE,TRUE,CVAE,18,0.5,0,,0.811,0.036,[0],0
adult,RF,TRUE,TRUE,CVAE,18,0.6,0,,0.83,0.04,[0],0
adult,RF,TRUE,TRUE,CVAE,18,0.7,0,,0.858,0,[0],0
adult,RF,TRUE,TRUE,CVAE,18,0.8,0,,0.868,0.027,[0],0
adult,RF,TRUE,TRUE,CVAE,18,0.9,0,,0.874,0.028,[0],0
adult,RF,TRUE,TRUE,CVAE,18,1,0,,0.876,0.029,[0],0
adult,RF,TRUE,TRUE,CVAE,19,0.01,0,,0.067,0.084,[1],1
adult,RF,TRUE,TRUE,CVAE,19,0.05,0,,0.427,0.084,[1],1
adult,RF,TRUE,TRUE,CVAE,19,0.1,0,,0.611,0.092,[1],1
adult,RF,TRUE,TRUE,CVAE,19,0.2,0,,0.749,0.093,[1],1
adult,RF,TRUE,TRUE,CVAE,19,0.3,0,,0.721,0.069,[1],1
adult,RF,TRUE,TRUE,CVAE,19,0.4,0,,0.698,0.075,[1],1
adult,RF,TRUE,TRUE,CVAE,19,0.5,0,,0.65,0.1,[1],1
adult,RF,TRUE,TRUE,CVAE,19,0.6,0,,0.603,0.105,[1],1
adult,RF,TRUE,TRUE,CVAE,19,0.7,0,,0.546,0.058,[1],1
adult,RF,TRUE,TRUE,CVAE,19,0.8,0,,0.554,0.068,[1],1
adult,RF,TRUE,TRUE,CVAE,19,0.9,0,,0.566,0.049,[1],1
adult,RF,TRUE,TRUE,CVAE,19,1,0,,0.592,0.071,[1],1
adult,RF,TRUE,TRUE,CVAE,2,0.01,0,,0.054,0.013,[0],0
adult,RF,TRUE,TRUE,CVAE,2,0.05,0,,0.017,0.013,[0],0
adult,RF,TRUE,TRUE,CVAE,2,0.1,0,,0.258,0.009,[0],0
adult,RF,TRUE,TRUE,CVAE,2,0.2,0,,0.507,0.005,[0],0
adult,RF,TRUE,TRUE,CVAE,2,0.3,0,,0.634,0.004,[0],0
adult,RF,TRUE,TRUE,CVAE,2,0.4,0,,0.735,0.004,[0],0
adult,RF,TRUE,TRUE,CVAE,2,0.5,0,,0.795,0.009,[0],0
adult,RF,TRUE,TRUE,CVAE,2,0.6,0,,0.821,0.051,[0],0
adult,RF,TRUE,TRUE,CVAE,2,0.7,0,,0.832,0.006,[0],0
adult,RF,TRUE,TRUE,CVAE,2,0.8,0,,0.841,0.068,[0],0
adult,RF,TRUE,TRUE,CVAE,2,0.9,0,,0.849,0.003,[0],0
adult,RF,TRUE,TRUE,CVAE,2,1,0,,0.858,0.004,[0],0
adult,RF,TRUE,TRUE,CVAE,20,0.01,0,,-2.95148E+16,0.068,[0],0
adult,RF,TRUE,TRUE,CVAE,20,0.05,0,,0.308,0.068,[0],0
adult,RF,TRUE,TRUE,CVAE,20,0.1,0,,0.598,0.063,[0],0
adult,RF,TRUE,TRUE,CVAE,20,0.2,0,,0.791,0.066,[0],0
adult,RF,TRUE,TRUE,CVAE,20,0.3,0,,0.719,0.073,[0],0
adult,RF,TRUE,TRUE,CVAE,20,0.4,0,,0.755,0.045,[0],0
adult,RF,TRUE,TRUE,CVAE,20,0.5,0,,0.799,0.016,[0],0
adult,RF,TRUE,TRUE,CVAE,20,0.6,0,,0.835,0.076,[0],0
adult,RF,TRUE,TRUE,CVAE,20,0.7,0,,0.854,0.085,[0],0
adult,RF,TRUE,TRUE,CVAE,20,0.8,0,,0.868,0.027,[0],0
adult,RF,TRUE,TRUE,CVAE,20,0.9,0,,0.882,0.053,[0],0
adult,RF,TRUE,TRUE,CVAE,20,1,0,,0.88,0.087,[0],0
adult,RF,TRUE,TRUE,CVAE,21,0.01,0,,0.073,0.02,[0],0
adult,RF,TRUE,TRUE,CVAE,21,0.05,0,,0.537,0.032,[0],0
adult,RF,TRUE,TRUE,CVAE,21,0.1,0,,0.677,0.02,[0],0
adult,RF,TRUE,TRUE,CVAE,21,0.2,0,,0.649,0.03,[0],0
adult,RF,TRUE,TRUE,CVAE,21,0.3,0,,0.719,0.007,[0],0
adult,RF,TRUE,TRUE,CVAE,21,0.4,0,,0.77,0.029,[0],0
adult,RF,TRUE,TRUE,CVAE,21,0.5,0,,0.816,0.034,[0],0
adult,RF,TRUE,TRUE,CVAE,21,0.6,0,,0.835,0.037,[0],0
adult,RF,TRUE,TRUE,CVAE,21,0.7,0,,0.851,0.038,[0],0
adult,RF,TRUE,TRUE,CVAE,21,0.8,0,,0.865,0.017,[0],0
adult,RF,TRUE,TRUE,CVAE,21,0.9,0,,0.873,0,[0],0
adult,RF,TRUE,TRUE,CVAE,21,1,0,,0.884,0.04,[0],0
adult,RF,TRUE,TRUE,CVAE,22,0.01,0,,1,0,[0],0
adult,RF,TRUE,TRUE,CVAE,22,0.05,0,,0.534,0,[0],0
adult,RF,TRUE,TRUE,CVAE,22,0.1,0,,0.618,0,[0],0
adult,RF,TRUE,TRUE,CVAE,22,0.2,0,,0.61,0,[0],0
adult,RF,TRUE,TRUE,CVAE,22,0.3,0,,0.758,0,[0],0
adult,RF,TRUE,TRUE,CVAE,22,0.4,0,,0.747,0,[0],0
adult,RF,TRUE,TRUE,CVAE,22,0.5,0,,0.764,0,[0],0
adult,RF,TRUE,TRUE,CVAE,22,0.6,0,,0.792,0,[0],0
adult,RF,TRUE,TRUE,CVAE,22,0.7,0,,0.82,0,[0],0
adult,RF,TRUE,TRUE,CVAE,22,0.8,0,,0.841,0,[0],0
adult,RF,TRUE,TRUE,CVAE,22,0.9,0,,0.854,0,[0],0
adult,RF,TRUE,TRUE,CVAE,22,1,0,,0.864,0,[0],0
adult,RF,TRUE,TRUE,CVAE,23,0.01,0,,0.54,0.005,[0],0
adult,RF,TRUE,TRUE,CVAE,23,0.05,0,,0.49,0.007,[0],0
adult,RF,TRUE,TRUE,CVAE,23,0.1,0,,0.612,0.007,[0],0
adult,RF,TRUE,TRUE,CVAE,23,0.2,0,,0.7,0.009,[0],0
adult,RF,TRUE,TRUE,CVAE,23,0.3,0,,0.746,0.003,[0],0
adult,RF,TRUE,TRUE,CVAE,23,0.4,0,,0.783,0.02,[0],0
adult,RF,TRUE,TRUE,CVAE,23,0.5,0,,0.817,0.017,[0],0
adult,RF,TRUE,TRUE,CVAE,23,0.6,0,,0.837,0.006,[0],0
adult,RF,TRUE,TRUE,CVAE,23,0.7,0,,0.854,0.016,[0],0
adult,RF,TRUE,TRUE,CVAE,23,0.8,0,,0.864,0,[0],0
adult,RF,TRUE,TRUE,CVAE,23,0.9,0,,0.865,0.056,[0],0
adult,RF,TRUE,TRUE,CVAE,23,1,0,,0.872,0.008,[0],0
adult,RF,TRUE,TRUE,CVAE,24,0.01,0,,0.006,0,[0],0
adult,RF,TRUE,TRUE,CVAE,24,0.05,0,,0.541,0,[0],0
adult,RF,TRUE,TRUE,CVAE,24,0.1,0,,0.634,0,[0],0
adult,RF,TRUE,TRUE,CVAE,24,0.2,0,,0.693,0,[0],0
adult,RF,TRUE,TRUE,CVAE,24,0.3,0,,0.748,0,[0],0
adult,RF,TRUE,TRUE,CVAE,24,0.4,0,,0.749,0,[0],0
adult,RF,TRUE,TRUE,CVAE,24,0.5,0,,0.773,0,[0],0
adult,RF,TRUE,TRUE,CVAE,24,0.6,0,,0.806,0,[0],0
adult,RF,TRUE,TRUE,CVAE,24,0.7,0,,0.834,0.002,[0],0
adult,RF,TRUE,TRUE,CVAE,24,0.8,0,,0.847,0,[0],0
adult,RF,TRUE,TRUE,CVAE,24,0.9,0,,0.864,0,[0],0
adult,RF,TRUE,TRUE,CVAE,24,1,0,,0.877,0.079,[0],0
adult,RF,TRUE,TRUE,CVAE,25,0.01,0,,-2.95148E+16,0.003,[0],0
adult,RF,TRUE,TRUE,CVAE,25,0.05,0,,0.228,0.003,[0],0
adult,RF,TRUE,TRUE,CVAE,25,0.1,0,,0.595,0.003,[0],0
adult,RF,TRUE,TRUE,CVAE,25,0.2,0,,0.77,0.002,[0],0
adult,RF,TRUE,TRUE,CVAE,25,0.3,0,,0.721,0.005,[0],0
adult,RF,TRUE,TRUE,CVAE,25,0.4,0,,0.757,0.004,[0],0
adult,RF,TRUE,TRUE,CVAE,25,0.5,0,,0.805,0.004,[0],0
adult,RF,TRUE,TRUE,CVAE,25,0.6,0,,0.825,0.004,[0],0
adult,RF,TRUE,TRUE,CVAE,25,0.7,0,,0.846,0.006,[0],0
adult,RF,TRUE,TRUE,CVAE,25,0.8,0,,0.862,0.009,[0],0
adult,RF,TRUE,TRUE,CVAE,25,0.9,0,,0.873,0.001,[0],0
adult,RF,TRUE,TRUE,CVAE,25,1,0,,0.883,0.07,[0],0
adult,RF,TRUE,TRUE,CVAE,26,0.01,0,,0.11,0.064,[1],1
adult,RF,TRUE,TRUE,CVAE,26,0.05,0,,0.146,0.063,[1],1
adult,RF,TRUE,TRUE,CVAE,26,0.1,0,,0.167,0.059,[1],1
adult,RF,TRUE,TRUE,CVAE,26,0.2,0,,0.361,0.056,[1],1
adult,RF,TRUE,TRUE,CVAE,26,0.3,0,,0.596,0.065,[1],1
adult,RF,TRUE,TRUE,CVAE,26,0.4,0,,0.633,0.055,[1],1
adult,RF,TRUE,TRUE,CVAE,26,0.5,0,,0.633,0.065,[1],1
adult,RF,TRUE,TRUE,CVAE,26,0.6,0,,0.564,0.056,[1],1
adult,RF,TRUE,TRUE,CVAE,26,0.7,0,,0.577,0.03,[1],1
adult,RF,TRUE,TRUE,CVAE,26,0.8,0,,0.548,0.032,[1],1
adult,RF,TRUE,TRUE,CVAE,26,0.9,0,,0.588,0.077,[1],1
adult,RF,TRUE,TRUE,CVAE,26,1,0,,0.606,0.076,[1],1
adult,RF,TRUE,TRUE,CVAE,27,0.01,0,,0.002,0.051,[0],1
adult,RF,TRUE,TRUE,CVAE,27,0.05,0,,0.579,0.066,[0],1
adult,RF,TRUE,TRUE,CVAE,27,0.1,0,,0.721,0.028,[0],1
adult,RF,TRUE,TRUE,CVAE,27,0.2,0,,0.647,0.002,[0],1
adult,RF,TRUE,TRUE,CVAE,27,0.3,0,,0.63,0.014,[0],1
adult,RF,TRUE,TRUE,CVAE,27,0.4,0,,0.659,0.031,[0],1
adult,RF,TRUE,TRUE,CVAE,27,0.5,0,,0.685,0,[0],1
adult,RF,TRUE,TRUE,CVAE,27,0.6,0,,0.72,0.002,[0],1
adult,RF,TRUE,TRUE,CVAE,27,0.7,0,,0.761,0.047,[0],1
adult,RF,TRUE,TRUE,CVAE,27,0.8,0,,0.773,0.027,[0],1
adult,RF,TRUE,TRUE,CVAE,27,0.9,0,,0.799,0.016,[0],1
adult,RF,TRUE,TRUE,CVAE,27,1,0,,0.807,0.047,[0],1
adult,RF,TRUE,TRUE,CVAE,28,0.01,0,,0.196,0.017,[0],1
adult,RF,TRUE,TRUE,CVAE,28,0.05,0,,0.033,0.017,[0],1
adult,RF,TRUE,TRUE,CVAE,28,0.1,0,,0.316,0.017,[0],1
adult,RF,TRUE,TRUE,CVAE,28,0.2,0,,0.681,0.028,[0],1
adult,RF,TRUE,TRUE,CVAE,28,0.3,0,,0.745,0.036,[0],1
adult,RF,TRUE,TRUE,CVAE,28,0.4,0,,0.782,0.008,[0],1
adult,RF,TRUE,TRUE,CVAE,28,0.5,0,,0.819,0.001,[0],1
adult,RF,TRUE,TRUE,CVAE,28,0.6,0,,0.84,0.004,[0],1
adult,RF,TRUE,TRUE,CVAE,28,0.7,0,,0.857,0,[0],1
adult,RF,TRUE,TRUE,CVAE,28,0.8,0,,0.866,0.038,[0],1
adult,RF,TRUE,TRUE,CVAE,28,0.9,0,,0.873,0.033,[0],1
adult,RF,TRUE,TRUE,CVAE,28,1,0,,0.873,0.013,[0],1
adult,RF,TRUE,TRUE,CVAE,29,0.01,0,,-1.06253E+18,0.084,[0],0
adult,RF,TRUE,TRUE,CVAE,29,0.05,0,,0.032,0.082,[0],0
adult,RF,TRUE,TRUE,CVAE,29,0.1,0,,0.034,0.08,[0],0
adult,RF,TRUE,TRUE,CVAE,29,0.2,0,,0.308,0.076,[0],0
adult,RF,TRUE,TRUE,CVAE,29,0.3,0,,0.535,0.068,[0],0
adult,RF,TRUE,TRUE,CVAE,29,0.4,0,,0.501,0.067,[0],0
adult,RF,TRUE,TRUE,CVAE,29,0.5,0,,0.518,0.063,[0],0
adult,RF,TRUE,TRUE,CVAE,29,0.6,0,,0.521,0.06,[0],0
adult,RF,TRUE,TRUE,CVAE,29,0.7,0,,0.601,0.021,[0],0
adult,RF,TRUE,TRUE,CVAE,29,0.8,0,,0.668,0.055,[0],0
adult,RF,TRUE,TRUE,CVAE,29,0.9,0,,0.707,0.055,[0],0
adult,RF,TRUE,TRUE,CVAE,29,1,0,,0.727,0.041,[0],0
adult,RF,TRUE,TRUE,CVAE,3,0.01,0,,-2.25973E+16,0.026,[0],0
adult,RF,TRUE,TRUE,CVAE,3,0.05,0,,0.268,0.027,[0],0
adult,RF,TRUE,TRUE,CVAE,3,0.1,0,,0.376,0.029,[0],0
adult,RF,TRUE,TRUE,CVAE,3,0.2,0,,0.492,0.02,[0],0
adult,RF,TRUE,TRUE,CVAE,3,0.3,0,,0.562,0.026,[0],0
adult,RF,TRUE,TRUE,CVAE,3,0.4,0,,0.551,0.021,[0],0
adult,RF,TRUE,TRUE,CVAE,3,0.5,0,,0.563,0.007,[0],0
adult,RF,TRUE,TRUE,CVAE,3,0.6,0,,0.611,0.013,[0],0
adult,RF,TRUE,TRUE,CVAE,3,0.7,0,,0.668,0.011,[0],0
adult,RF,TRUE,TRUE,CVAE,3,0.8,0,,0.711,0.014,[0],0
adult,RF,TRUE,TRUE,CVAE,3,0.9,0,,0.732,0.016,[0],0
adult,RF,TRUE,TRUE,CVAE,3,1,0,,0.755,0.075,[0],0
adult,RF,TRUE,TRUE,CVAE,30,0.01,0,,0,0.006,[0],0
adult,RF,TRUE,TRUE,CVAE,30,0.05,0,,0.028,0.006,[0],0
adult,RF,TRUE,TRUE,CVAE,30,0.1,0,,0.258,0.007,[0],0
adult,RF,TRUE,TRUE,CVAE,30,0.2,0,,0.634,0.006,[0],0
adult,RF,TRUE,TRUE,CVAE,30,0.3,0,,0.586,0.007,[0],0
adult,RF,TRUE,TRUE,CVAE,30,0.4,0,,0.575,0,[0],0
adult,RF,TRUE,TRUE,CVAE,30,0.5,0,,0.602,0.001,[0],0
adult,RF,TRUE,TRUE,CVAE,30,0.6,0,,0.638,0,[0],0
adult,RF,TRUE,TRUE,CVAE,30,0.7,0,,0.688,0,[0],0
adult,RF,TRUE,TRUE,CVAE,30,0.8,0,,0.736,0.001,[0],0
adult,RF,TRUE,TRUE,CVAE,30,0.9,0,,0.752,0.005,[0],0
adult,RF,TRUE,TRUE,CVAE,30,1,0,,0.781,0.002,[0],0
adult,RF,TRUE,TRUE,CVAE,31,0.01,0,,1,0,[0],0
adult,RF,TRUE,TRUE,CVAE,31,0.05,0,,1,0,[0],0
adult,RF,TRUE,TRUE,CVAE,31,0.1,0,,0.195,0,[0],0
adult,RF,TRUE,TRUE,CVAE,31,0.2,0,,0.513,0,[0],0
adult,RF,TRUE,TRUE,CVAE,31,0.3,0,,0.426,0,[0],0
adult,RF,TRUE,TRUE,CVAE,31,0.4,0,,0.365,0,[0],0
adult,RF,TRUE,TRUE,CVAE,31,0.5,0,,0.328,0,[0],0
adult,RF,TRUE,TRUE,CVAE,31,0.6,0,,0.498,0,[0],0
adult,RF,TRUE,TRUE,CVAE,31,0.7,0,,0.623,0,[0],0
adult,RF,TRUE,TRUE,CVAE,31,0.8,0,,0.699,0,[0],0
adult,RF,TRUE,TRUE,CVAE,31,0.9,0,,0.759,0.002,[0],0
adult,RF,TRUE,TRUE,CVAE,31,1,0,,0.793,0,[0],0
adult,RF,TRUE,TRUE,CVAE,32,0.01,0,,0.055,0.024,[1],1
adult,RF,TRUE,TRUE,CVAE,32,0.05,0,,0.42,0.019,[1],1
adult,RF,TRUE,TRUE,CVAE,32,0.1,0,,0.64,0.019,[1],1
adult,RF,TRUE,TRUE,CVAE,32,0.2,0,,0.429,0.006,[1],1
adult,RF,TRUE,TRUE,CVAE,32,0.3,0,,0.284,0.013,[1],1
adult,RF,TRUE,TRUE,CVAE,32,0.4,0,,0.326,0.007,[1],1
adult,RF,TRUE,TRUE,CVAE,32,0.5,0,,0.485,0.008,[1],1
adult,RF,TRUE,TRUE,CVAE,32,0.6,0,,0.589,0.004,[1],1
adult,RF,TRUE,TRUE,CVAE,32,0.7,0,,0.676,0.013,[1],1
adult,RF,TRUE,TRUE,CVAE,32,0.8,0,,0.699,0.005,[1],1
adult,RF,TRUE,TRUE,CVAE,32,0.9,0,,0.727,0.015,[1],1
adult,RF,TRUE,TRUE,CVAE,32,1,0,,0.736,0.04,[1],1
adult,RF,TRUE,TRUE,CVAE,33,0.01,0,,0.004,0.018,[0],1
adult,RF,TRUE,TRUE,CVAE,33,0.05,0,,0.376,0.024,[0],1
adult,RF,TRUE,TRUE,CVAE,33,0.1,0,,0.555,0.024,[0],1
adult,RF,TRUE,TRUE,CVAE,33,0.2,0,,0.619,0.039,[0],1
adult,RF,TRUE,TRUE,CVAE,33,0.3,0,,0.442,0.013,[0],1
adult,RF,TRUE,TRUE,CVAE,33,0.4,0,,0.262,0.032,[0],1
adult,RF,TRUE,TRUE,CVAE,33,0.5,0,,0.142,0.029,[0],1
adult,RF,TRUE,TRUE,CVAE,33,0.6,0,,0.058,0.026,[0],1
adult,RF,TRUE,TRUE,CVAE,33,0.7,0,,0.03,0.028,[0],1
adult,RF,TRUE,TRUE,CVAE,33,0.8,0,,0.089,0.03,[0],1
adult,RF,TRUE,TRUE,CVAE,33,0.9,0,,0.204,0.03,[0],1
adult,RF,TRUE,TRUE,CVAE,33,1,0,,0.321,0.031,[0],1
adult,RF,TRUE,TRUE,CVAE,34,0.01,0,,-1.84467E+15,0.011,[1],0
adult,RF,TRUE,TRUE,CVAE,34,0.05,0,,0.343,0.011,[1],0
