dataset,target_model,auto_encoder_weighting,auto_encoder_sampling,auto_encoder,instance_no,noise_std,kernel_width,jaccard_values,score,mse,predict_label,label
adult,NN,TRUE,TRUE,CVAE,11,1,0,,0.975,0.04,[0],1
adult,NN,TRUE,TRUE,CVAE,12,0.01,0,,0.532,0,[0],0
adult,NN,TRUE,TRUE,CVAE,12,0.05,0,,0.987,0,[0],0
adult,NN,TRUE,TRUE,CVAE,12,0.1,0,,0.979,0,[0],0
adult,NN,TRUE,TRUE,CVAE,12,0.2,0,,0.973,0,[0],0
adult,NN,TRUE,TRUE,CVAE,12,0.3,0,,0.974,0,[0],0
adult,NN,TRUE,TRUE,CVAE,12,0.4,0,,0.887,0,[0],0
adult,NN,TRUE,TRUE,CVAE,12,0.5,0,,0.863,0,[0],0
adult,NN,TRUE,TRUE,CVAE,12,0.6,0,,0.88,0,[0],0
adult,NN,TRUE,TRUE,CVAE,12,0.7,0,,0.914,0,[0],0
adult,NN,TRUE,TRUE,CVAE,12,0.8,0,,0.931,0,[0],0
adult,NN,TRUE,TRUE,CVAE,12,0.9,0,,0.942,0,[0],0
adult,NN,TRUE,TRUE,CVAE,12,1,0,,0.947,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,13,0.01,0,,0.324,0.028,[0],0
adult,NN,TRUE,TRUE,CVAE,13,0.05,0,,0.958,0.028,[0],0
adult,NN,TRUE,TRUE,CVAE,13,0.1,0,,0.959,0.024,[0],0
adult,NN,TRUE,TRUE,CVAE,13,0.2,0,,0.957,0.031,[0],0
adult,NN,TRUE,TRUE,CVAE,13,0.3,0,,0.988,0.026,[0],0
adult,NN,TRUE,TRUE,CVAE,13,0.4,0,,0.995,0.022,[0],0
adult,NN,TRUE,TRUE,CVAE,13,0.5,0,,0.988,0.029,[0],0
adult,NN,TRUE,TRUE,CVAE,13,0.6,0,,0.988,0.021,[0],0
adult,NN,TRUE,TRUE,CVAE,13,0.7,0,,0.985,0.026,[0],0
adult,NN,TRUE,TRUE,CVAE,13,0.8,0,,0.986,0.032,[0],0
adult,NN,TRUE,TRUE,CVAE,13,0.9,0,,0.987,0.035,[0],0
adult,NN,TRUE,TRUE,CVAE,13,1,0,,0.988,0.008,[0],0
adult,NN,TRUE,TRUE,CVAE,14,0.01,0,,0.118,0.05,[0],0
adult,NN,TRUE,TRUE,CVAE,14,0.05,0,,0.64,0.05,[0],0
adult,NN,TRUE,TRUE,CVAE,14,0.1,0,,0.471,0.05,[0],0
adult,NN,TRUE,TRUE,CVAE,14,0.2,0,,0.145,0.05,[0],0
adult,NN,TRUE,TRUE,CVAE,14,0.3,0,,0.57,0.05,[0],0
adult,NN,TRUE,TRUE,CVAE,14,0.4,0,,0.829,0.05,[0],0
adult,NN,TRUE,TRUE,CVAE,14,0.5,0,,0.949,0.046,[0],0
adult,NN,TRUE,TRUE,CVAE,14,0.6,0,,0.977,0.051,[0],0
adult,NN,TRUE,TRUE,CVAE,14,0.7,0,,0.981,0.051,[0],0
adult,NN,TRUE,TRUE,CVAE,14,0.8,0,,0.975,0.049,[0],0
adult,NN,TRUE,TRUE,CVAE,14,0.9,0,,0.977,0.05,[0],0
adult,NN,TRUE,TRUE,CVAE,14,1,0,,0.978,0.047,[0],0
adult,NN,TRUE,TRUE,CVAE,15,0.01,0,,0.66,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,15,0.05,0,,0.995,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,15,0.1,0,,0.997,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,15,0.2,0,,0.998,0.005,[0],0
adult,NN,TRUE,TRUE,CVAE,15,0.3,0,,0.994,0.008,[0],0
adult,NN,TRUE,TRUE,CVAE,15,0.4,0,,0.99,0.005,[0],0
adult,NN,TRUE,TRUE,CVAE,15,0.5,0,,0.989,0.036,[0],0
adult,NN,TRUE,TRUE,CVAE,15,0.6,0,,0.99,0.004,[0],0
adult,NN,TRUE,TRUE,CVAE,15,0.7,0,,0.989,0.005,[0],0
adult,NN,TRUE,TRUE,CVAE,15,0.8,0,,0.989,0,[0],0
adult,NN,TRUE,TRUE,CVAE,15,0.9,0,,0.988,0.016,[0],0
adult,NN,TRUE,TRUE,CVAE,15,1,0,,0.987,0.003,[0],0
adult,NN,TRUE,TRUE,CVAE,16,0.01,0,,0.549,0,[1],1
adult,NN,TRUE,TRUE,CVAE,16,0.05,0,,0.993,0,[1],1
adult,NN,TRUE,TRUE,CVAE,16,0.1,0,,0.996,0,[1],1
adult,NN,TRUE,TRUE,CVAE,16,0.2,0,,0.989,0.001,[1],1
adult,NN,TRUE,TRUE,CVAE,16,0.3,0,,0.989,0,[1],1
adult,NN,TRUE,TRUE,CVAE,16,0.4,0,,0.985,0,[1],1
adult,NN,TRUE,TRUE,CVAE,16,0.5,0,,0.929,0,[1],1
adult,NN,TRUE,TRUE,CVAE,16,0.6,0,,0.894,0.001,[1],1
adult,NN,TRUE,TRUE,CVAE,16,0.7,0,,0.884,0,[1],1
adult,NN,TRUE,TRUE,CVAE,16,0.8,0,,0.889,0.005,[1],1
adult,NN,TRUE,TRUE,CVAE,16,0.9,0,,0.877,0.006,[1],1
adult,NN,TRUE,TRUE,CVAE,16,1,0,,0.887,0,[1],1
adult,NN,TRUE,TRUE,CVAE,17,0.01,0,,0.243,0.005,[0],0
adult,NN,TRUE,TRUE,CVAE,17,0.05,0,,0.923,0.005,[0],0
adult,NN,TRUE,TRUE,CVAE,17,0.1,0,,0.941,0.005,[0],0
adult,NN,TRUE,TRUE,CVAE,17,0.2,0,,0.911,0.003,[0],0
adult,NN,TRUE,TRUE,CVAE,17,0.3,0,,0.965,0.006,[0],0
adult,NN,TRUE,TRUE,CVAE,17,0.4,0,,0.989,0.006,[0],0
adult,NN,TRUE,TRUE,CVAE,17,0.5,0,,0.993,0.006,[0],0
adult,NN,TRUE,TRUE,CVAE,17,0.6,0,,0.988,0.004,[0],0
adult,NN,TRUE,TRUE,CVAE,17,0.7,0,,0.985,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,17,0.8,0,,0.984,0,[0],0
adult,NN,TRUE,TRUE,CVAE,17,0.9,0,,0.984,0.004,[0],0
adult,NN,TRUE,TRUE,CVAE,17,1,0,,0.985,0,[0],0
adult,NN,TRUE,TRUE,CVAE,18,0.01,0,,0.873,0.005,[0],0
adult,NN,TRUE,TRUE,CVAE,18,0.05,0,,0.975,0.003,[0],0
adult,NN,TRUE,TRUE,CVAE,18,0.1,0,,0.945,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,18,0.2,0,,0.954,0.008,[0],0
adult,NN,TRUE,TRUE,CVAE,18,0.3,0,,0.965,0.012,[0],0
adult,NN,TRUE,TRUE,CVAE,18,0.4,0,,0.969,0.012,[0],0
adult,NN,TRUE,TRUE,CVAE,18,0.5,0,,0.972,0.014,[0],0
adult,NN,TRUE,TRUE,CVAE,18,0.6,0,,0.974,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,18,0.7,0,,0.977,0.043,[0],0
adult,NN,TRUE,TRUE,CVAE,18,0.8,0,,0.977,0.011,[0],0
adult,NN,TRUE,TRUE,CVAE,18,0.9,0,,0.978,0.023,[0],0
adult,NN,TRUE,TRUE,CVAE,18,1,0,,0.98,0.048,[0],0
adult,NN,TRUE,TRUE,CVAE,19,0.01,0,,0.556,0.012,[1],1
adult,NN,TRUE,TRUE,CVAE,19,0.05,0,,0.973,0.012,[1],1
adult,NN,TRUE,TRUE,CVAE,19,0.1,0,,0.939,0.012,[1],1
adult,NN,TRUE,TRUE,CVAE,19,0.2,0,,0.946,0.013,[1],1
adult,NN,TRUE,TRUE,CVAE,19,0.3,0,,0.916,0.02,[1],1
adult,NN,TRUE,TRUE,CVAE,19,0.4,0,,0.703,0.012,[1],1
adult,NN,TRUE,TRUE,CVAE,19,0.5,0,,0.712,0.016,[1],1
adult,NN,TRUE,TRUE,CVAE,19,0.6,0,,0.759,0.014,[1],1
adult,NN,TRUE,TRUE,CVAE,19,0.7,0,,0.777,0.025,[1],1
adult,NN,TRUE,TRUE,CVAE,19,0.8,0,,0.817,0.041,[1],1
adult,NN,TRUE,TRUE,CVAE,19,0.9,0,,0.847,0.037,[1],1
adult,NN,TRUE,TRUE,CVAE,19,1,0,,0.863,0.037,[1],1
adult,NN,TRUE,TRUE,CVAE,2,0.01,0,,0.787,0.013,[0],0
adult,NN,TRUE,TRUE,CVAE,2,0.05,0,,0.994,0.01,[0],0
adult,NN,TRUE,TRUE,CVAE,2,0.1,0,,0.994,0.02,[0],0
adult,NN,TRUE,TRUE,CVAE,2,0.2,0,,0.995,0.008,[0],0
adult,NN,TRUE,TRUE,CVAE,2,0.3,0,,0.99,0.003,[0],0
adult,NN,TRUE,TRUE,CVAE,2,0.4,0,,0.989,0.076,[0],0
adult,NN,TRUE,TRUE,CVAE,2,0.5,0,,0.989,0,[0],0
adult,NN,TRUE,TRUE,CVAE,2,0.6,0,,0.989,0.05,[0],0
adult,NN,TRUE,TRUE,CVAE,2,0.7,0,,0.988,0,[0],0
adult,NN,TRUE,TRUE,CVAE,2,0.8,0,,0.987,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,2,0.9,0,,0.986,0.109,[0],0
adult,NN,TRUE,TRUE,CVAE,2,1,0,,0.986,0.002,[0],0
adult,NN,TRUE,TRUE,CVAE,20,0.01,0,,0.839,0.003,[0],0
adult,NN,TRUE,TRUE,CVAE,20,0.05,0,,0.993,0.003,[0],0
adult,NN,TRUE,TRUE,CVAE,20,0.1,0,,0.972,0.003,[0],0
adult,NN,TRUE,TRUE,CVAE,20,0.2,0,,0.924,0.003,[0],0
adult,NN,TRUE,TRUE,CVAE,20,0.3,0,,0.926,0,[0],0
adult,NN,TRUE,TRUE,CVAE,20,0.4,0,,0.938,0.005,[0],0
adult,NN,TRUE,TRUE,CVAE,20,0.5,0,,0.949,0.003,[0],0
adult,NN,TRUE,TRUE,CVAE,20,0.6,0,,0.96,0.006,[0],0
adult,NN,TRUE,TRUE,CVAE,20,0.7,0,,0.965,0,[0],0
adult,NN,TRUE,TRUE,CVAE,20,0.8,0,,0.969,0.024,[0],0
adult,NN,TRUE,TRUE,CVAE,20,0.9,0,,0.973,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,20,1,0,,0.975,0.006,[0],0
adult,NN,TRUE,TRUE,CVAE,21,0.01,0,,0.866,0.016,[0],0
adult,NN,TRUE,TRUE,CVAE,21,0.05,0,,0.957,0.018,[0],0
adult,NN,TRUE,TRUE,CVAE,21,0.1,0,,0.931,0.021,[0],0
adult,NN,TRUE,TRUE,CVAE,21,0.2,0,,0.946,0.002,[0],0
adult,NN,TRUE,TRUE,CVAE,21,0.3,0,,0.953,0.024,[0],0
adult,NN,TRUE,TRUE,CVAE,21,0.4,0,,0.961,0.009,[0],0
adult,NN,TRUE,TRUE,CVAE,21,0.5,0,,0.967,0.013,[0],0
adult,NN,TRUE,TRUE,CVAE,21,0.6,0,,0.969,0.007,[0],0
adult,NN,TRUE,TRUE,CVAE,21,0.7,0,,0.974,0.014,[0],0
adult,NN,TRUE,TRUE,CVAE,21,0.8,0,,0.975,0.012,[0],0
adult,NN,TRUE,TRUE,CVAE,21,0.9,0,,0.977,0.034,[0],0
adult,NN,TRUE,TRUE,CVAE,21,1,0,,0.977,0.003,[0],0
adult,NN,TRUE,TRUE,CVAE,22,0.01,0,,0.694,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,22,0.05,0,,0.99,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,22,0.1,0,,0.982,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,22,0.2,0,,0.969,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,22,0.3,0,,0.915,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,22,0.4,0,,0.887,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,22,0.5,0,,0.903,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,22,0.6,0,,0.928,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,22,0.7,0,,0.943,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,22,0.8,0,,0.953,0,[0],0
adult,NN,TRUE,TRUE,CVAE,22,0.9,0,,0.961,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,22,1,0,,0.963,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,23,0.01,0,,0.86,0.008,[0],0
adult,NN,TRUE,TRUE,CVAE,23,0.05,0,,0.992,0.005,[0],0
adult,NN,TRUE,TRUE,CVAE,23,0.1,0,,0.985,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,23,0.2,0,,0.976,0.009,[0],0
adult,NN,TRUE,TRUE,CVAE,23,0.3,0,,0.985,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,23,0.4,0,,0.982,0.021,[0],0
adult,NN,TRUE,TRUE,CVAE,23,0.5,0,,0.984,0.002,[0],0
adult,NN,TRUE,TRUE,CVAE,23,0.6,0,,0.983,0.046,[0],0
adult,NN,TRUE,TRUE,CVAE,23,0.7,0,,0.983,0.015,[0],0
adult,NN,TRUE,TRUE,CVAE,23,0.8,0,,0.982,0.006,[0],0
adult,NN,TRUE,TRUE,CVAE,23,0.9,0,,0.983,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,23,1,0,,0.983,0.042,[0],0
adult,NN,TRUE,TRUE,CVAE,24,0.01,0,,0.721,0,[0],0
adult,NN,TRUE,TRUE,CVAE,24,0.05,0,,0.991,0,[0],0
adult,NN,TRUE,TRUE,CVAE,24,0.1,0,,0.984,0,[0],0
adult,NN,TRUE,TRUE,CVAE,24,0.2,0,,0.98,0,[0],0
adult,NN,TRUE,TRUE,CVAE,24,0.3,0,,0.915,0,[0],0
adult,NN,TRUE,TRUE,CVAE,24,0.4,0,,0.892,0,[0],0
adult,NN,TRUE,TRUE,CVAE,24,0.5,0,,0.912,0,[0],0
adult,NN,TRUE,TRUE,CVAE,24,0.6,0,,0.931,0,[0],0
adult,NN,TRUE,TRUE,CVAE,24,0.7,0,,0.949,0,[0],0
adult,NN,TRUE,TRUE,CVAE,24,0.8,0,,0.959,0,[0],0
adult,NN,TRUE,TRUE,CVAE,24,0.9,0,,0.962,0.036,[0],0
adult,NN,TRUE,TRUE,CVAE,24,1,0,,0.967,0.076,[0],0
adult,NN,TRUE,TRUE,CVAE,25,0.01,0,,0.839,0.003,[0],0
adult,NN,TRUE,TRUE,CVAE,25,0.05,0,,0.993,0.003,[0],0
adult,NN,TRUE,TRUE,CVAE,25,0.1,0,,0.96,0.002,[0],0
adult,NN,TRUE,TRUE,CVAE,25,0.2,0,,0.921,0.002,[0],0
adult,NN,TRUE,TRUE,CVAE,25,0.3,0,,0.926,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,25,0.4,0,,0.938,0.004,[0],0
adult,NN,TRUE,TRUE,CVAE,25,0.5,0,,0.953,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,25,0.6,0,,0.963,0.004,[0],0
adult,NN,TRUE,TRUE,CVAE,25,0.7,0,,0.966,0.003,[0],0
adult,NN,TRUE,TRUE,CVAE,25,0.8,0,,0.972,0.006,[0],0
adult,NN,TRUE,TRUE,CVAE,25,0.9,0,,0.972,0.017,[0],0
adult,NN,TRUE,TRUE,CVAE,25,1,0,,0.975,0.004,[0],0
adult,NN,TRUE,TRUE,CVAE,26,0.01,0,,0.527,0.017,[1],1
adult,NN,TRUE,TRUE,CVAE,26,0.05,0,,0.82,0.017,[1],1
adult,NN,TRUE,TRUE,CVAE,26,0.1,0,,0.673,0.017,[1],1
adult,NN,TRUE,TRUE,CVAE,26,0.2,0,,0.872,0.017,[1],1
adult,NN,TRUE,TRUE,CVAE,26,0.3,0,,0.693,0.017,[1],1
adult,NN,TRUE,TRUE,CVAE,26,0.4,0,,0.547,0.018,[1],1
adult,NN,TRUE,TRUE,CVAE,26,0.5,0,,0.646,0.018,[1],1
adult,NN,TRUE,TRUE,CVAE,26,0.6,0,,0.717,0,[1],1
adult,NN,TRUE,TRUE,CVAE,26,0.7,0,,0.758,0.021,[1],1
adult,NN,TRUE,TRUE,CVAE,26,0.8,0,,0.796,0.023,[1],1
adult,NN,TRUE,TRUE,CVAE,26,0.9,0,,0.834,0.02,[1],1
adult,NN,TRUE,TRUE,CVAE,26,1,0,,0.853,0.034,[1],1
adult,NN,TRUE,TRUE,CVAE,27,0.01,0,,0.507,0.072,[0],1
adult,NN,TRUE,TRUE,CVAE,27,0.05,0,,0.986,0.072,[0],1
adult,NN,TRUE,TRUE,CVAE,27,0.1,0,,0.991,0.083,[0],1
adult,NN,TRUE,TRUE,CVAE,27,0.2,0,,0.993,0.058,[0],1
adult,NN,TRUE,TRUE,CVAE,27,0.3,0,,0.991,0.045,[0],1
adult,NN,TRUE,TRUE,CVAE,27,0.4,0,,0.994,0.066,[0],1
adult,NN,TRUE,TRUE,CVAE,27,0.5,0,,0.99,0.028,[0],1
adult,NN,TRUE,TRUE,CVAE,27,0.6,0,,0.988,0.001,[0],1
adult,NN,TRUE,TRUE,CVAE,27,0.7,0,,0.988,0.097,[0],1
adult,NN,TRUE,TRUE,CVAE,27,0.8,0,,0.989,0.038,[0],1
adult,NN,TRUE,TRUE,CVAE,27,0.9,0,,0.988,0.037,[0],1
adult,NN,TRUE,TRUE,CVAE,27,1,0,,0.988,0.064,[0],1
adult,NN,TRUE,TRUE,CVAE,28,0.01,0,,0.869,0.032,[0],1
adult,NN,TRUE,TRUE,CVAE,28,0.05,0,,0.988,0.032,[0],1
adult,NN,TRUE,TRUE,CVAE,28,0.1,0,,0.968,0.03,[0],1
adult,NN,TRUE,TRUE,CVAE,28,0.2,0,,0.975,0.006,[0],1
adult,NN,TRUE,TRUE,CVAE,28,0.3,0,,0.981,0.02,[0],1
adult,NN,TRUE,TRUE,CVAE,28,0.4,0,,0.981,0.032,[0],1
adult,NN,TRUE,TRUE,CVAE,28,0.5,0,,0.98,0.012,[0],1
adult,NN,TRUE,TRUE,CVAE,28,0.6,0,,0.981,0.068,[0],1
adult,NN,TRUE,TRUE,CVAE,28,0.7,0,,0.981,0.008,[0],1
adult,NN,TRUE,TRUE,CVAE,28,0.8,0,,0.981,0.064,[0],1
adult,NN,TRUE,TRUE,CVAE,28,0.9,0,,0.982,0.055,[0],1
adult,NN,TRUE,TRUE,CVAE,28,1,0,,0.982,0.038,[0],1
adult,NN,TRUE,TRUE,CVAE,29,0.01,0,,0.258,0.016,[0],0
adult,NN,TRUE,TRUE,CVAE,29,0.05,0,,0.939,0.017,[0],0
adult,NN,TRUE,TRUE,CVAE,29,0.1,0,,0.952,0.016,[0],0
adult,NN,TRUE,TRUE,CVAE,29,0.2,0,,0.928,0.01,[0],0
adult,NN,TRUE,TRUE,CVAE,29,0.3,0,,0.971,0.018,[0],0
adult,NN,TRUE,TRUE,CVAE,29,0.4,0,,0.991,0.015,[0],0
adult,NN,TRUE,TRUE,CVAE,29,0.5,0,,0.985,0,[0],0
adult,NN,TRUE,TRUE,CVAE,29,0.6,0,,0.986,0.019,[0],0
adult,NN,TRUE,TRUE,CVAE,29,0.7,0,,0.983,0.012,[0],0
adult,NN,TRUE,TRUE,CVAE,29,0.8,0,,0.985,0.019,[0],0
adult,NN,TRUE,TRUE,CVAE,29,0.9,0,,0.985,0.019,[0],0
adult,NN,TRUE,TRUE,CVAE,29,1,0,,0.986,0.019,[0],0
adult,NN,TRUE,TRUE,CVAE,3,0.01,0,,0.332,0.035,[0],0
adult,NN,TRUE,TRUE,CVAE,3,0.05,0,,0.96,0.036,[0],0
adult,NN,TRUE,TRUE,CVAE,3,0.1,0,,0.958,0.033,[0],0
adult,NN,TRUE,TRUE,CVAE,3,0.2,0,,0.958,0.03,[0],0
adult,NN,TRUE,TRUE,CVAE,3,0.3,0,,0.986,0.02,[0],0
adult,NN,TRUE,TRUE,CVAE,3,0.4,0,,0.994,0.04,[0],0
adult,NN,TRUE,TRUE,CVAE,3,0.5,0,,0.989,0.04,[0],0
adult,NN,TRUE,TRUE,CVAE,3,0.6,0,,0.986,0.036,[0],0
adult,NN,TRUE,TRUE,CVAE,3,0.7,0,,0.985,0.021,[0],0
adult,NN,TRUE,TRUE,CVAE,3,0.8,0,,0.986,0.036,[0],0
adult,NN,TRUE,TRUE,CVAE,3,0.9,0,,0.987,0.012,[0],0
adult,NN,TRUE,TRUE,CVAE,3,1,0,,0.987,0.014,[0],0
adult,NN,TRUE,TRUE,CVAE,30,0.01,0,,0.583,0.001,[1],0
adult,NN,TRUE,TRUE,CVAE,30,0.05,0,,0.991,0,[1],0
adult,NN,TRUE,TRUE,CVAE,30,0.1,0,,0.986,0.001,[1],0
adult,NN,TRUE,TRUE,CVAE,30,0.2,0,,0.981,0,[1],0
adult,NN,TRUE,TRUE,CVAE,30,0.3,0,,0.981,0.001,[1],0
adult,NN,TRUE,TRUE,CVAE,30,0.4,0,,0.912,0,[1],0
adult,NN,TRUE,TRUE,CVAE,30,0.5,0,,0.809,0,[1],0
adult,NN,TRUE,TRUE,CVAE,30,0.6,0,,0.822,0.001,[1],0
adult,NN,TRUE,TRUE,CVAE,30,0.7,0,,0.834,0.001,[1],0
adult,NN,TRUE,TRUE,CVAE,30,0.8,0,,0.844,0,[1],0
adult,NN,TRUE,TRUE,CVAE,30,0.9,0,,0.854,0.001,[1],0
adult,NN,TRUE,TRUE,CVAE,30,1,0,,0.881,0.022,[1],0
adult,NN,TRUE,TRUE,CVAE,31,0.01,0,,0.276,0,[0],0
adult,NN,TRUE,TRUE,CVAE,31,0.05,0,,0.952,0,[0],0
adult,NN,TRUE,TRUE,CVAE,31,0.1,0,,0.986,0,[0],0
adult,NN,TRUE,TRUE,CVAE,31,0.2,0,,0.969,0,[0],0
adult,NN,TRUE,TRUE,CVAE,31,0.3,0,,0.958,0,[0],0
adult,NN,TRUE,TRUE,CVAE,31,0.4,0,,0.951,0,[0],0
adult,NN,TRUE,TRUE,CVAE,31,0.5,0,,0.888,0,[0],0
adult,NN,TRUE,TRUE,CVAE,31,0.6,0,,0.795,0,[0],0
adult,NN,TRUE,TRUE,CVAE,31,0.7,0,,0.852,0,[0],0
adult,NN,TRUE,TRUE,CVAE,31,0.8,0,,0.881,0,[0],0
adult,NN,TRUE,TRUE,CVAE,31,0.9,0,,0.897,0,[0],0
adult,NN,TRUE,TRUE,CVAE,31,1,0,,0.919,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,32,0.01,0,,0.606,0.001,[1],1
adult,NN,TRUE,TRUE,CVAE,32,0.05,0,,0.527,0.002,[1],1
adult,NN,TRUE,TRUE,CVAE,32,0.1,0,,0.587,0.001,[1],1
adult,NN,TRUE,TRUE,CVAE,32,0.2,0,,0.789,0.003,[1],1
adult,NN,TRUE,TRUE,CVAE,32,0.3,0,,0.781,0.004,[1],1
adult,NN,TRUE,TRUE,CVAE,32,0.4,0,,0.784,0.013,[1],1
adult,NN,TRUE,TRUE,CVAE,32,0.5,0,,0.807,0.043,[1],1
adult,NN,TRUE,TRUE,CVAE,32,0.6,0,,0.833,0.009,[1],1
adult,NN,TRUE,TRUE,CVAE,32,0.7,0,,0.854,0.007,[1],1
adult,NN,TRUE,TRUE,CVAE,32,0.8,0,,0.868,0.006,[1],1
adult,NN,TRUE,TRUE,CVAE,32,0.9,0,,0.884,0.012,[1],1
adult,NN,TRUE,TRUE,CVAE,32,1,0,,0.889,0.03,[1],1
adult,NN,TRUE,TRUE,CVAE,33,0.01,0,,0.054,0.05,[0],1
adult,NN,TRUE,TRUE,CVAE,33,0.05,0,,0.593,0.05,[0],1
