dataset,target_model,auto_encoder_weighting,auto_encoder_sampling,auto_encoder,instance_no,noise_std,kernel_width,jaccard_values,R2,mse,predict_label,label
MNIST,NN,TRUE,TRUE,CVAE,15,0.1,0,,0.96,0,[5],5
MNIST,NN,TRUE,TRUE,CVAE,15,0.2,0,,0.803,0,[5],5
MNIST,NN,TRUE,TRUE,CVAE,15,0.3,0,,0.893,0.324,[5],5
MNIST,NN,TRUE,TRUE,CVAE,15,0.4,0,,0.921,0.012,[5],5
MNIST,NN,TRUE,TRUE,CVAE,15,0.5,0,,0.939,0,[5],5
MNIST,NN,TRUE,TRUE,CVAE,15,0.6,0,,0.945,0.003,[5],5
MNIST,NN,TRUE,TRUE,CVAE,15,0.7,0,,0.951,0,[5],5
MNIST,NN,TRUE,TRUE,CVAE,15,0.8,0,,0.951,0.004,[5],5
MNIST,NN,TRUE,TRUE,CVAE,15,0.9,0,,0.953,0,[5],5
MNIST,NN,TRUE,TRUE,CVAE,15,1,0,,0.954,0,[5],5
MNIST,NN,TRUE,TRUE,CVAE,16,0.01,0,,0.995,0.004,[9],9
MNIST,NN,TRUE,TRUE,CVAE,16,0.05,0,,0.739,0.004,[9],9
MNIST,NN,TRUE,TRUE,CVAE,16,0.1,0,,0.802,0.004,[9],9
MNIST,NN,TRUE,TRUE,CVAE,16,0.2,0,,0.873,0.002,[9],9
MNIST,NN,TRUE,TRUE,CVAE,16,0.3,0,,0.911,0.004,[9],9
MNIST,NN,TRUE,TRUE,CVAE,16,0.4,0,,0.937,0.004,[9],9
MNIST,NN,TRUE,TRUE,CVAE,16,0.5,0,,0.95,0.624,[9],9
MNIST,NN,TRUE,TRUE,CVAE,16,0.6,0,,0.955,0.014,[9],9
MNIST,NN,TRUE,TRUE,CVAE,16,0.7,0,,0.958,0.45,[9],9
MNIST,NN,TRUE,TRUE,CVAE,16,0.8,0,,0.958,0.327,[9],9
MNIST,NN,TRUE,TRUE,CVAE,16,0.9,0,,0.958,0.023,[9],9
MNIST,NN,TRUE,TRUE,CVAE,16,1,0,,0.958,0.11,[9],9
MNIST,NN,TRUE,TRUE,CVAE,17,0.01,0,,0.762,0,[1],1
MNIST,NN,TRUE,TRUE,CVAE,17,0.05,0,,0.954,0,[1],1
MNIST,NN,TRUE,TRUE,CVAE,17,0.1,0,,0.99,0,[1],1
MNIST,NN,TRUE,TRUE,CVAE,17,0.2,0,,0.943,0,[1],1
MNIST,NN,TRUE,TRUE,CVAE,17,0.3,0,,0.885,0,[1],1
MNIST,NN,TRUE,TRUE,CVAE,17,0.4,0,,0.875,0,[1],1
MNIST,NN,TRUE,TRUE,CVAE,17,0.5,0,,0.904,0,[1],1
MNIST,NN,TRUE,TRUE,CVAE,17,0.6,0,,0.933,0,[1],1
MNIST,NN,TRUE,TRUE,CVAE,17,0.7,0,,0.945,0,[1],1
MNIST,NN,TRUE,TRUE,CVAE,17,0.8,0,,0.954,0,[1],1
MNIST,NN,TRUE,TRUE,CVAE,17,0.9,0,,0.956,0,[1],1
MNIST,NN,TRUE,TRUE,CVAE,17,1,0,,0.96,0,[1],1
MNIST,NN,TRUE,TRUE,CVAE,18,0.01,0,,0.853,0,[7],7
MNIST,NN,TRUE,TRUE,CVAE,18,0.05,0,,0.963,0,[7],7
MNIST,NN,TRUE,TRUE,CVAE,18,0.1,0,,0.98,0,[7],7
MNIST,NN,TRUE,TRUE,CVAE,18,0.2,0,,0.99,0,[7],7
MNIST,NN,TRUE,TRUE,CVAE,18,0.3,0,,0.79,0,[7],7
MNIST,NN,TRUE,TRUE,CVAE,18,0.4,0,,0.874,0,[7],7
MNIST,NN,TRUE,TRUE,CVAE,18,0.5,0,,0.92,0,[7],7
MNIST,NN,TRUE,TRUE,CVAE,18,0.6,0,,0.931,0,[7],7
MNIST,NN,TRUE,TRUE,CVAE,18,0.7,0,,0.939,0,[7],7
MNIST,NN,TRUE,TRUE,CVAE,18,0.8,0,,0.944,0,[7],7
MNIST,NN,TRUE,TRUE,CVAE,18,0.9,0,,0.944,0,[7],7
MNIST,NN,TRUE,TRUE,CVAE,18,1,0,,0.953,0,[7],7
MNIST,NN,TRUE,TRUE,CVAE,19,0.01,0,,0.99,0.001,[8],8
MNIST,NN,TRUE,TRUE,CVAE,19,0.05,0,,0.96,0.001,[8],8
MNIST,NN,TRUE,TRUE,CVAE,19,0.1,0,,0.951,0.001,[8],8
MNIST,NN,TRUE,TRUE,CVAE,19,0.2,0,,0.724,0.001,[8],8
MNIST,NN,TRUE,TRUE,CVAE,19,0.3,0,,0.894,0.001,[8],8
MNIST,NN,TRUE,TRUE,CVAE,19,0.4,0,,0.924,0,[8],8
MNIST,NN,TRUE,TRUE,CVAE,19,0.5,0,,0.943,0.001,[8],8
MNIST,NN,TRUE,TRUE,CVAE,19,0.6,0,,0.953,0.001,[8],8
MNIST,NN,TRUE,TRUE,CVAE,19,0.7,0,,0.959,0.227,[8],8
MNIST,NN,TRUE,TRUE,CVAE,19,0.8,0,,0.961,0.002,[8],8
MNIST,NN,TRUE,TRUE,CVAE,19,0.9,0,,0.96,0.568,[8],8
MNIST,NN,TRUE,TRUE,CVAE,19,1,0,,0.962,0.545,[8],8
MNIST,NN,TRUE,TRUE,CVAE,2,0.01,0,,0.986,0.127,[5],8
MNIST,NN,TRUE,TRUE,CVAE,2,0.05,0,,0.929,0.128,[5],8
MNIST,NN,TRUE,TRUE,CVAE,2,0.1,0,,0.858,0.128,[5],8
MNIST,NN,TRUE,TRUE,CVAE,2,0.2,0,,0.812,0.127,[5],8
MNIST,NN,TRUE,TRUE,CVAE,2,0.3,0,,0.949,0.125,[5],8
MNIST,NN,TRUE,TRUE,CVAE,2,0.4,0,,0.961,0.126,[5],8
MNIST,NN,TRUE,TRUE,CVAE,2,0.5,0,,0.969,0.137,[5],8
MNIST,NN,TRUE,TRUE,CVAE,2,0.6,0,,0.972,0.124,[5],8
MNIST,NN,TRUE,TRUE,CVAE,2,0.7,0,,0.974,0.125,[5],8
MNIST,NN,TRUE,TRUE,CVAE,2,0.8,0,,0.973,0.13,[5],8
MNIST,NN,TRUE,TRUE,CVAE,2,0.9,0,,0.974,0.094,[5],8
MNIST,NN,TRUE,TRUE,CVAE,2,1,0,,0.973,0.112,[5],8
MNIST,NN,TRUE,TRUE,CVAE,20,0.01,0,,0.998,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,20,0.05,0,,0.982,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,20,0.1,0,,0.966,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,20,0.2,0,,0.984,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,20,0.3,0,,0.989,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,20,0.4,0,,0.992,0.492,[0],0
MNIST,NN,TRUE,TRUE,CVAE,20,0.5,0,,0.993,0.44,[0],0
MNIST,NN,TRUE,TRUE,CVAE,20,0.6,0,,0.993,0.488,[0],0
MNIST,NN,TRUE,TRUE,CVAE,20,0.7,0,,0.993,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,20,0.8,0,,0.992,0.499,[0],0
MNIST,NN,TRUE,TRUE,CVAE,20,0.9,0,,0.993,0.001,[0],0
MNIST,NN,TRUE,TRUE,CVAE,20,1,0,,0.992,0.003,[0],0
MNIST,NN,TRUE,TRUE,CVAE,21,0.01,0,,0.999,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,21,0.05,0,,0.999,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,21,0.1,0,,0.999,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,21,0.2,0,,0.998,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,21,0.3,0,,0.979,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,21,0.4,0,,0.934,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,21,0.5,0,,0.943,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,21,0.6,0,,0.949,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,21,0.7,0,,0.96,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,21,0.8,0,,0.971,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,21,0.9,0,,0.974,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,21,1,0,,0.977,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,22,0.01,0,,0.999,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,22,0.05,0,,1,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,22,0.1,0,,1,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,22,0.2,0,,0.869,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,22,0.3,0,,0.907,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,22,0.4,0,,0.953,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,22,0.5,0,,0.964,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,22,0.6,0,,0.972,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,22,0.7,0,,0.975,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,22,0.8,0,,0.98,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,22,0.9,0,,0.982,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,22,1,0,,0.982,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,23,0.01,0,,-0.006,0,[3],3
MNIST,NN,TRUE,TRUE,CVAE,23,0.05,0,,0.601,0,[3],3
MNIST,NN,TRUE,TRUE,CVAE,23,0.1,0,,0.909,0,[3],3
MNIST,NN,TRUE,TRUE,CVAE,23,0.2,0,,0.741,0,[3],3
MNIST,NN,TRUE,TRUE,CVAE,23,0.3,0,,0.872,0,[3],3
MNIST,NN,TRUE,TRUE,CVAE,23,0.4,0,,0.933,0,[3],3
MNIST,NN,TRUE,TRUE,CVAE,23,0.5,0,,0.946,0.001,[3],3
MNIST,NN,TRUE,TRUE,CVAE,23,0.6,0,,0.957,0.001,[3],3
MNIST,NN,TRUE,TRUE,CVAE,23,0.7,0,,0.961,0,[3],3
MNIST,NN,TRUE,TRUE,CVAE,23,0.8,0,,0.965,0,[3],3
MNIST,NN,TRUE,TRUE,CVAE,23,0.9,0,,0.965,0.498,[3],3
MNIST,NN,TRUE,TRUE,CVAE,23,1,0,,0.967,0,[3],3
MNIST,NN,TRUE,TRUE,CVAE,24,0.01,0,,-6.317,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,24,0.05,0,,0.892,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,24,0.1,0,,0.977,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,24,0.2,0,,0.959,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,24,0.3,0,,0.876,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,24,0.4,0,,0.803,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,24,0.5,0,,0.881,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,24,0.6,0,,0.906,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,24,0.7,0,,0.93,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,24,0.8,0,,0.949,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,24,0.9,0,,0.949,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,24,1,0,,0.954,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,25,0.01,0,,-1.137,0,[3],3
MNIST,NN,TRUE,TRUE,CVAE,25,0.05,0,,0.935,0,[3],3
MNIST,NN,TRUE,TRUE,CVAE,25,0.1,0,,0.908,0,[3],3
MNIST,NN,TRUE,TRUE,CVAE,25,0.2,0,,0.733,0,[3],3
MNIST,NN,TRUE,TRUE,CVAE,25,0.3,0,,0.889,0,[3],3
MNIST,NN,TRUE,TRUE,CVAE,25,0.4,0,,0.926,0.475,[3],3
MNIST,NN,TRUE,TRUE,CVAE,25,0.5,0,,0.942,0,[3],3
MNIST,NN,TRUE,TRUE,CVAE,25,0.6,0,,0.955,0,[3],3
MNIST,NN,TRUE,TRUE,CVAE,25,0.7,0,,0.962,0,[3],3
MNIST,NN,TRUE,TRUE,CVAE,25,0.8,0,,0.964,0,[3],3
MNIST,NN,TRUE,TRUE,CVAE,25,0.9,0,,0.964,0,[3],3
MNIST,NN,TRUE,TRUE,CVAE,25,1,0,,0.966,0.487,[3],3
MNIST,NN,TRUE,TRUE,CVAE,26,0.01,0,,-0.293,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,26,0.05,0,,0.776,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,26,0.1,0,,0.989,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,26,0.2,0,,0.969,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,26,0.3,0,,0.889,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,26,0.4,0,,0.888,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,26,0.5,0,,0.862,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,26,0.6,0,,0.898,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,26,0.7,0,,0.925,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,26,0.8,0,,0.943,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,26,0.9,0,,0.933,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,26,1,0,,0.942,0.473,[6],6
MNIST,NN,TRUE,TRUE,CVAE,27,0.01,0,,0.863,0,[1],1
MNIST,NN,TRUE,TRUE,CVAE,27,0.05,0,,0.948,0,[1],1
MNIST,NN,TRUE,TRUE,CVAE,27,0.1,0,,0.98,0,[1],1
MNIST,NN,TRUE,TRUE,CVAE,27,0.2,0,,0.922,0,[1],1
MNIST,NN,TRUE,TRUE,CVAE,27,0.3,0,,0.538,0,[1],1
MNIST,NN,TRUE,TRUE,CVAE,27,0.4,0,,0.817,0,[1],1
MNIST,NN,TRUE,TRUE,CVAE,27,0.5,0,,0.859,0,[1],1
MNIST,NN,TRUE,TRUE,CVAE,27,0.6,0,,0.9,0.003,[1],1
MNIST,NN,TRUE,TRUE,CVAE,27,0.7,0,,0.918,0.017,[1],1
MNIST,NN,TRUE,TRUE,CVAE,27,0.8,0,,0.934,0,[1],1
MNIST,NN,TRUE,TRUE,CVAE,27,0.9,0,,0.94,0,[1],1
MNIST,NN,TRUE,TRUE,CVAE,27,1,0,,0.946,0.614,[1],1
MNIST,NN,TRUE,TRUE,CVAE,28,0.01,0,,0.989,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,28,0.05,0,,0.995,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,28,0.1,0,,0.999,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,28,0.2,0,,0.974,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,28,0.3,0,,0.958,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,28,0.4,0,,0.537,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,28,0.5,0,,0.816,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,28,0.6,0,,0.852,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,28,0.7,0,,0.881,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,28,0.8,0,,0.909,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,28,0.9,0,,0.925,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,28,1,0,,0.933,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,29,0.01,0,,0.992,0.002,[9],9
MNIST,NN,TRUE,TRUE,CVAE,29,0.05,0,,0.977,0.001,[9],9
MNIST,NN,TRUE,TRUE,CVAE,29,0.1,0,,0.951,0.003,[9],9
MNIST,NN,TRUE,TRUE,CVAE,29,0.2,0,,0.964,0,[9],9
MNIST,NN,TRUE,TRUE,CVAE,29,0.3,0,,0.969,0.001,[9],9
MNIST,NN,TRUE,TRUE,CVAE,29,0.4,0,,0.97,0.001,[9],9
MNIST,NN,TRUE,TRUE,CVAE,29,0.5,0,,0.97,0.549,[9],9
MNIST,NN,TRUE,TRUE,CVAE,29,0.6,0,,0.968,0,[9],9
MNIST,NN,TRUE,TRUE,CVAE,29,0.7,0,,0.968,0.002,[9],9
MNIST,NN,TRUE,TRUE,CVAE,29,0.8,0,,0.966,0.002,[9],9
MNIST,NN,TRUE,TRUE,CVAE,29,0.9,0,,0.966,0.215,[9],9
MNIST,NN,TRUE,TRUE,CVAE,29,1,0,,0.964,0.041,[9],9
MNIST,NN,TRUE,TRUE,CVAE,3,0.01,0,,0.306,0.009,[7],7
MNIST,NN,TRUE,TRUE,CVAE,3,0.05,0,,0.801,0.009,[7],7
MNIST,NN,TRUE,TRUE,CVAE,3,0.1,0,,0.836,0.009,[7],7
MNIST,NN,TRUE,TRUE,CVAE,3,0.2,0,,0.806,0.009,[7],7
MNIST,NN,TRUE,TRUE,CVAE,3,0.3,0,,0.815,0.008,[7],7
MNIST,NN,TRUE,TRUE,CVAE,3,0.4,0,,0.883,0.009,[7],7
MNIST,NN,TRUE,TRUE,CVAE,3,0.5,0,,0.934,0.01,[7],7
MNIST,NN,TRUE,TRUE,CVAE,3,0.6,0,,0.947,0.009,[7],7
MNIST,NN,TRUE,TRUE,CVAE,3,0.7,0,,0.952,0.033,[7],7
MNIST,NN,TRUE,TRUE,CVAE,3,0.8,0,,0.957,0.007,[7],7
MNIST,NN,TRUE,TRUE,CVAE,3,0.9,0,,0.963,0.359,[7],7
MNIST,NN,TRUE,TRUE,CVAE,3,1,0,,0.965,0,[7],7
MNIST,NN,TRUE,TRUE,CVAE,30,0.01,0,,0.998,0,[7],7
MNIST,NN,TRUE,TRUE,CVAE,30,0.05,0,,0.999,0,[7],7
MNIST,NN,TRUE,TRUE,CVAE,30,0.1,0,,0.968,0,[7],7
MNIST,NN,TRUE,TRUE,CVAE,30,0.2,0,,0.805,0,[7],7
MNIST,NN,TRUE,TRUE,CVAE,30,0.3,0,,0.824,0,[7],7
MNIST,NN,TRUE,TRUE,CVAE,30,0.4,0,,0.883,0,[7],7
MNIST,NN,TRUE,TRUE,CVAE,30,0.5,0,,0.915,0,[7],7
MNIST,NN,TRUE,TRUE,CVAE,30,0.6,0,,0.935,0,[7],7
MNIST,NN,TRUE,TRUE,CVAE,30,0.7,0,,0.947,0,[7],7
MNIST,NN,TRUE,TRUE,CVAE,30,0.8,0,,0.959,0.514,[7],7
MNIST,NN,TRUE,TRUE,CVAE,30,0.9,0,,0.96,0.455,[7],7
MNIST,NN,TRUE,TRUE,CVAE,30,1,0,,0.964,0.012,[7],7
MNIST,NN,TRUE,TRUE,CVAE,31,0.01,0,,-3.696,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,31,0.05,0,,0.769,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,31,0.1,0,,0.853,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,31,0.2,0,,0.788,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,31,0.3,0,,0.866,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,31,0.4,0,,0.911,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,31,0.5,0,,0.936,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,31,0.6,0,,0.95,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,31,0.7,0,,0.957,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,31,0.8,0,,0.962,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,31,0.9,0,,0.965,0.163,[6],6
MNIST,NN,TRUE,TRUE,CVAE,31,1,0,,0.966,0,[6],6
MNIST,NN,TRUE,TRUE,CVAE,32,0.01,0,,0.996,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,32,0.05,0,,0.932,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,32,0.1,0,,0.695,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,32,0.2,0,,0.954,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,32,0.3,0,,0.974,0,[0],0
MNIST,NN,TRUE,TRUE,CVAE,32,0.4,0,,0.978,0.001,[0],0
