dataset,target_model,auto_encoder_weighting,auto_encoder_sampling,auto_encoder,instance_no,noise_std,kernel_width,jaccard_values,R2,mse,predict_label,label
adult,NN,TRUE,TRUE,CVAE,12,0.8,0,,0.944,0,[0],0
adult,NN,TRUE,TRUE,CVAE,12,0.9,0,,0.95,0,[0],0
adult,NN,TRUE,TRUE,CVAE,12,1,0,,0.956,0,[0],0
adult,NN,TRUE,TRUE,CVAE,13,0.01,0,,0.279,0.02,[0],0
adult,NN,TRUE,TRUE,CVAE,13,0.05,0,,0.79,0.02,[0],0
adult,NN,TRUE,TRUE,CVAE,13,0.1,0,,0.736,0.021,[0],0
adult,NN,TRUE,TRUE,CVAE,13,0.2,0,,0.717,0.019,[0],0
adult,NN,TRUE,TRUE,CVAE,13,0.3,0,,0.695,0.021,[0],0
adult,NN,TRUE,TRUE,CVAE,13,0.4,0,,0.839,0.015,[0],0
adult,NN,TRUE,TRUE,CVAE,13,0.5,0,,0.918,0.013,[0],0
adult,NN,TRUE,TRUE,CVAE,13,0.6,0,,0.934,0.022,[0],0
adult,NN,TRUE,TRUE,CVAE,13,0.7,0,,0.945,0.019,[0],0
adult,NN,TRUE,TRUE,CVAE,13,0.8,0,,0.952,0.02,[0],0
adult,NN,TRUE,TRUE,CVAE,13,0.9,0,,0.958,0.019,[0],0
adult,NN,TRUE,TRUE,CVAE,13,1,0,,0.963,0.012,[0],0
adult,NN,TRUE,TRUE,CVAE,14,0.01,0,,0.122,0.017,[0],0
adult,NN,TRUE,TRUE,CVAE,14,0.05,0,,0.843,0.017,[0],0
adult,NN,TRUE,TRUE,CVAE,14,0.1,0,,0.964,0.017,[0],0
adult,NN,TRUE,TRUE,CVAE,14,0.2,0,,0.971,0.016,[0],0
adult,NN,TRUE,TRUE,CVAE,14,0.3,0,,0.962,0.016,[0],0
adult,NN,TRUE,TRUE,CVAE,14,0.4,0,,0.956,0.013,[0],0
adult,NN,TRUE,TRUE,CVAE,14,0.5,0,,0.941,0.018,[0],0
adult,NN,TRUE,TRUE,CVAE,14,0.6,0,,0.922,0.021,[0],0
adult,NN,TRUE,TRUE,CVAE,14,0.7,0,,0.926,0.02,[0],0
adult,NN,TRUE,TRUE,CVAE,14,0.8,0,,0.921,0.011,[0],0
adult,NN,TRUE,TRUE,CVAE,14,0.9,0,,0.929,0.013,[0],0
adult,NN,TRUE,TRUE,CVAE,14,1,0,,0.928,0.021,[0],0
adult,NN,TRUE,TRUE,CVAE,15,0.01,0,,0.635,0,[0],0
adult,NN,TRUE,TRUE,CVAE,15,0.05,0,,0.887,0,[0],0
adult,NN,TRUE,TRUE,CVAE,15,0.1,0,,0.811,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,15,0.2,0,,0.932,0,[0],0
adult,NN,TRUE,TRUE,CVAE,15,0.3,0,,0.965,0.021,[0],0
adult,NN,TRUE,TRUE,CVAE,15,0.4,0,,0.966,0,[0],0
adult,NN,TRUE,TRUE,CVAE,15,0.5,0,,0.969,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,15,0.6,0,,0.971,0,[0],0
adult,NN,TRUE,TRUE,CVAE,15,0.7,0,,0.975,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,15,0.8,0,,0.975,0.089,[0],0
adult,NN,TRUE,TRUE,CVAE,15,0.9,0,,0.976,0.009,[0],0
adult,NN,TRUE,TRUE,CVAE,15,1,0,,0.977,0.002,[0],0
adult,NN,TRUE,TRUE,CVAE,16,0.01,0,,0.531,0.002,[1],1
adult,NN,TRUE,TRUE,CVAE,16,0.05,0,,0.989,0.001,[1],1
adult,NN,TRUE,TRUE,CVAE,16,0.1,0,,0.993,0.002,[1],1
adult,NN,TRUE,TRUE,CVAE,16,0.2,0,,0.995,0.008,[1],1
adult,NN,TRUE,TRUE,CVAE,16,0.3,0,,0.997,0.007,[1],1
adult,NN,TRUE,TRUE,CVAE,16,0.4,0,,0.959,0.005,[1],1
adult,NN,TRUE,TRUE,CVAE,16,0.5,0,,0.995,0.016,[1],1
adult,NN,TRUE,TRUE,CVAE,16,0.6,0,,0.993,0.005,[1],1
adult,NN,TRUE,TRUE,CVAE,16,0.7,0,,0.992,0.037,[1],1
adult,NN,TRUE,TRUE,CVAE,16,0.8,0,,0.99,0.019,[1],1
adult,NN,TRUE,TRUE,CVAE,16,0.9,0,,0.988,0.074,[1],1
adult,NN,TRUE,TRUE,CVAE,16,1,0,,0.988,0.065,[1],1
adult,NN,TRUE,TRUE,CVAE,17,0.01,0,,0.239,0.003,[0],0
adult,NN,TRUE,TRUE,CVAE,17,0.05,0,,0.905,0.003,[0],0
adult,NN,TRUE,TRUE,CVAE,17,0.1,0,,0.926,0.003,[0],0
adult,NN,TRUE,TRUE,CVAE,17,0.2,0,,0.896,0.005,[0],0
adult,NN,TRUE,TRUE,CVAE,17,0.3,0,,0.848,0.002,[0],0
adult,NN,TRUE,TRUE,CVAE,17,0.4,0,,0.827,0.004,[0],0
adult,NN,TRUE,TRUE,CVAE,17,0.5,0,,0.884,0.003,[0],0
adult,NN,TRUE,TRUE,CVAE,17,0.6,0,,0.917,0.004,[0],0
adult,NN,TRUE,TRUE,CVAE,17,0.7,0,,0.932,0.005,[0],0
adult,NN,TRUE,TRUE,CVAE,17,0.8,0,,0.939,0.004,[0],0
adult,NN,TRUE,TRUE,CVAE,17,0.9,0,,0.947,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,17,1,0,,0.953,0,[0],0
adult,NN,TRUE,TRUE,CVAE,18,0.01,0,,0.874,0.004,[0],0
adult,NN,TRUE,TRUE,CVAE,18,0.05,0,,0.987,0.005,[0],0
adult,NN,TRUE,TRUE,CVAE,18,0.1,0,,0.972,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,18,0.2,0,,0.975,0.007,[0],0
adult,NN,TRUE,TRUE,CVAE,18,0.3,0,,0.978,0,[0],0
adult,NN,TRUE,TRUE,CVAE,18,0.4,0,,0.975,0.006,[0],0
adult,NN,TRUE,TRUE,CVAE,18,0.5,0,,0.975,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,18,0.6,0,,0.975,0.002,[0],0
adult,NN,TRUE,TRUE,CVAE,18,0.7,0,,0.976,0.009,[0],0
adult,NN,TRUE,TRUE,CVAE,18,0.8,0,,0.976,0.011,[0],0
adult,NN,TRUE,TRUE,CVAE,18,0.9,0,,0.976,0.01,[0],0
adult,NN,TRUE,TRUE,CVAE,18,1,0,,0.976,0.008,[0],0
adult,NN,TRUE,TRUE,CVAE,19,0.01,0,,0.559,0.001,[1],1
adult,NN,TRUE,TRUE,CVAE,19,0.05,0,,0.993,0.001,[1],1
adult,NN,TRUE,TRUE,CVAE,19,0.1,0,,0.997,0.002,[1],1
adult,NN,TRUE,TRUE,CVAE,19,0.2,0,,0.998,0.003,[1],1
adult,NN,TRUE,TRUE,CVAE,19,0.3,0,,0.998,0,[1],1
adult,NN,TRUE,TRUE,CVAE,19,0.4,0,,0.998,0.006,[1],1
adult,NN,TRUE,TRUE,CVAE,19,0.5,0,,0.998,0,[1],1
adult,NN,TRUE,TRUE,CVAE,19,0.6,0,,0.997,0.007,[1],1
adult,NN,TRUE,TRUE,CVAE,19,0.7,0,,0.996,0.004,[1],1
adult,NN,TRUE,TRUE,CVAE,19,0.8,0,,0.995,0.017,[1],1
adult,NN,TRUE,TRUE,CVAE,19,0.9,0,,0.994,0,[1],1
adult,NN,TRUE,TRUE,CVAE,19,1,0,,0.993,0.001,[1],1
adult,NN,TRUE,TRUE,CVAE,2,0.01,0,,0.783,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,2,0.05,0,,0.991,0.002,[0],0
adult,NN,TRUE,TRUE,CVAE,2,0.1,0,,0.99,0,[0],0
adult,NN,TRUE,TRUE,CVAE,2,0.2,0,,0.974,0,[0],0
adult,NN,TRUE,TRUE,CVAE,2,0.3,0,,0.972,0,[0],0
adult,NN,TRUE,TRUE,CVAE,2,0.4,0,,0.975,0.003,[0],0
adult,NN,TRUE,TRUE,CVAE,2,0.5,0,,0.978,0.024,[0],0
adult,NN,TRUE,TRUE,CVAE,2,0.6,0,,0.976,0,[0],0
adult,NN,TRUE,TRUE,CVAE,2,0.7,0,,0.979,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,2,0.8,0,,0.979,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,2,0.9,0,,0.978,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,2,1,0,,0.978,0.043,[0],0
adult,NN,TRUE,TRUE,CVAE,20,0.01,0,,0.827,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,20,0.05,0,,0.962,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,20,0.1,0,,0.939,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,20,0.2,0,,0.953,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,20,0.3,0,,0.954,0.007,[0],0
adult,NN,TRUE,TRUE,CVAE,20,0.4,0,,0.96,0.002,[0],0
adult,NN,TRUE,TRUE,CVAE,20,0.5,0,,0.965,0,[0],0
adult,NN,TRUE,TRUE,CVAE,20,0.6,0,,0.967,0.003,[0],0
adult,NN,TRUE,TRUE,CVAE,20,0.7,0,,0.971,0.002,[0],0
adult,NN,TRUE,TRUE,CVAE,20,0.8,0,,0.971,0.004,[0],0
adult,NN,TRUE,TRUE,CVAE,20,0.9,0,,0.974,0,[0],0
adult,NN,TRUE,TRUE,CVAE,20,1,0,,0.974,0.002,[0],0
adult,NN,TRUE,TRUE,CVAE,21,0.01,0,,0.862,0.031,[0],0
adult,NN,TRUE,TRUE,CVAE,21,0.05,0,,0.979,0.03,[0],0
adult,NN,TRUE,TRUE,CVAE,21,0.1,0,,0.958,0.029,[0],0
adult,NN,TRUE,TRUE,CVAE,21,0.2,0,,0.971,0.043,[0],0
adult,NN,TRUE,TRUE,CVAE,21,0.3,0,,0.974,0.033,[0],0
adult,NN,TRUE,TRUE,CVAE,21,0.4,0,,0.972,0.046,[0],0
adult,NN,TRUE,TRUE,CVAE,21,0.5,0,,0.973,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,21,0.6,0,,0.972,0.006,[0],0
adult,NN,TRUE,TRUE,CVAE,21,0.7,0,,0.975,0.047,[0],0
adult,NN,TRUE,TRUE,CVAE,21,0.8,0,,0.975,0.004,[0],0
adult,NN,TRUE,TRUE,CVAE,21,0.9,0,,0.976,0.01,[0],0
adult,NN,TRUE,TRUE,CVAE,21,1,0,,0.976,0.048,[0],0
adult,NN,TRUE,TRUE,CVAE,22,0.01,0,,0.693,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,22,0.05,0,,0.983,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,22,0.1,0,,0.968,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,22,0.2,0,,0.959,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,22,0.3,0,,0.887,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,22,0.4,0,,0.908,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,22,0.5,0,,0.933,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,22,0.6,0,,0.945,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,22,0.7,0,,0.954,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,22,0.8,0,,0.959,0.008,[0],0
adult,NN,TRUE,TRUE,CVAE,22,0.9,0,,0.964,0.006,[0],0
adult,NN,TRUE,TRUE,CVAE,22,1,0,,0.965,0.002,[0],0
adult,NN,TRUE,TRUE,CVAE,23,0.01,0,,0.833,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,23,0.05,0,,0.994,0.003,[0],0
adult,NN,TRUE,TRUE,CVAE,23,0.1,0,,0.99,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,23,0.2,0,,0.983,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,23,0.3,0,,0.981,0.009,[0],0
adult,NN,TRUE,TRUE,CVAE,23,0.4,0,,0.98,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,23,0.5,0,,0.979,0.027,[0],0
adult,NN,TRUE,TRUE,CVAE,23,0.6,0,,0.979,0.028,[0],0
adult,NN,TRUE,TRUE,CVAE,23,0.7,0,,0.978,0.022,[0],0
adult,NN,TRUE,TRUE,CVAE,23,0.8,0,,0.979,0.013,[0],0
adult,NN,TRUE,TRUE,CVAE,23,0.9,0,,0.978,0.003,[0],0
adult,NN,TRUE,TRUE,CVAE,23,1,0,,0.978,0.024,[0],0
adult,NN,TRUE,TRUE,CVAE,24,0.01,0,,0.717,0,[0],0
adult,NN,TRUE,TRUE,CVAE,24,0.05,0,,0.985,0,[0],0
adult,NN,TRUE,TRUE,CVAE,24,0.1,0,,0.967,0,[0],0
adult,NN,TRUE,TRUE,CVAE,24,0.2,0,,0.93,0,[0],0
adult,NN,TRUE,TRUE,CVAE,24,0.3,0,,0.901,0,[0],0
adult,NN,TRUE,TRUE,CVAE,24,0.4,0,,0.921,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,24,0.5,0,,0.934,0.002,[0],0
adult,NN,TRUE,TRUE,CVAE,24,0.6,0,,0.95,0,[0],0
adult,NN,TRUE,TRUE,CVAE,24,0.7,0,,0.958,0,[0],0
adult,NN,TRUE,TRUE,CVAE,24,0.8,0,,0.963,0,[0],0
adult,NN,TRUE,TRUE,CVAE,24,0.9,0,,0.966,0,[0],0
adult,NN,TRUE,TRUE,CVAE,24,1,0,,0.968,0,[0],0
adult,NN,TRUE,TRUE,CVAE,25,0.01,0,,0.84,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,25,0.05,0,,0.96,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,25,0.1,0,,0.942,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,25,0.2,0,,0.958,0,[0],0
adult,NN,TRUE,TRUE,CVAE,25,0.3,0,,0.957,0,[0],0
adult,NN,TRUE,TRUE,CVAE,25,0.4,0,,0.959,0.007,[0],0
adult,NN,TRUE,TRUE,CVAE,25,0.5,0,,0.964,0.003,[0],0
adult,NN,TRUE,TRUE,CVAE,25,0.6,0,,0.967,0.026,[0],0
adult,NN,TRUE,TRUE,CVAE,25,0.7,0,,0.973,0,[0],0
adult,NN,TRUE,TRUE,CVAE,25,0.8,0,,0.972,0.014,[0],0
adult,NN,TRUE,TRUE,CVAE,25,0.9,0,,0.973,0.003,[0],0
adult,NN,TRUE,TRUE,CVAE,25,1,0,,0.974,0.017,[0],0
adult,NN,TRUE,TRUE,CVAE,26,0.01,0,,0.532,0,[1],1
adult,NN,TRUE,TRUE,CVAE,26,0.05,0,,0.991,0,[1],1
adult,NN,TRUE,TRUE,CVAE,26,0.1,0,,0.995,0,[1],1
adult,NN,TRUE,TRUE,CVAE,26,0.2,0,,0.998,0.002,[1],1
adult,NN,TRUE,TRUE,CVAE,26,0.3,0,,0.998,0.002,[1],1
adult,NN,TRUE,TRUE,CVAE,26,0.4,0,,0.998,0,[1],1
adult,NN,TRUE,TRUE,CVAE,26,0.5,0,,0.998,0.001,[1],1
adult,NN,TRUE,TRUE,CVAE,26,0.6,0,,0.998,0.004,[1],1
adult,NN,TRUE,TRUE,CVAE,26,0.7,0,,0.997,0.082,[1],1
adult,NN,TRUE,TRUE,CVAE,26,0.8,0,,0.996,0.002,[1],1
adult,NN,TRUE,TRUE,CVAE,26,0.9,0,,0.995,0.105,[1],1
adult,NN,TRUE,TRUE,CVAE,26,1,0,,0.994,0.012,[1],1
adult,NN,TRUE,TRUE,CVAE,27,0.01,0,,0.011,0.04,[0],1
adult,NN,TRUE,TRUE,CVAE,27,0.05,0,,0.44,0.04,[0],1
adult,NN,TRUE,TRUE,CVAE,27,0.1,0,,0.326,0.04,[0],1
adult,NN,TRUE,TRUE,CVAE,27,0.2,0,,0.629,0.04,[0],1
adult,NN,TRUE,TRUE,CVAE,27,0.3,0,,0.895,0.029,[0],1
adult,NN,TRUE,TRUE,CVAE,27,0.4,0,,0.946,0.015,[0],1
adult,NN,TRUE,TRUE,CVAE,27,0.5,0,,0.953,0.026,[0],1
adult,NN,TRUE,TRUE,CVAE,27,0.6,0,,0.958,0.041,[0],1
adult,NN,TRUE,TRUE,CVAE,27,0.7,0,,0.965,0.026,[0],1
adult,NN,TRUE,TRUE,CVAE,27,0.8,0,,0.968,0,[0],1
adult,NN,TRUE,TRUE,CVAE,27,0.9,0,,0.97,0.04,[0],1
adult,NN,TRUE,TRUE,CVAE,27,1,0,,0.971,0,[0],1
adult,NN,TRUE,TRUE,CVAE,28,0.01,0,,0.87,0.01,[0],1
adult,NN,TRUE,TRUE,CVAE,28,0.05,0,,0.992,0.015,[0],1
adult,NN,TRUE,TRUE,CVAE,28,0.1,0,,0.985,0.015,[0],1
adult,NN,TRUE,TRUE,CVAE,28,0.2,0,,0.98,0.006,[0],1
adult,NN,TRUE,TRUE,CVAE,28,0.3,0,,0.981,0.007,[0],1
adult,NN,TRUE,TRUE,CVAE,28,0.4,0,,0.979,0,[0],1
adult,NN,TRUE,TRUE,CVAE,28,0.5,0,,0.978,0.001,[0],1
adult,NN,TRUE,TRUE,CVAE,28,0.6,0,,0.978,0.001,[0],1
adult,NN,TRUE,TRUE,CVAE,28,0.7,0,,0.977,0.006,[0],1
adult,NN,TRUE,TRUE,CVAE,28,0.8,0,,0.978,0.005,[0],1
adult,NN,TRUE,TRUE,CVAE,28,0.9,0,,0.977,0.007,[0],1
adult,NN,TRUE,TRUE,CVAE,28,1,0,,0.977,0.007,[0],1
adult,NN,TRUE,TRUE,CVAE,29,0.01,0,,0.249,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,29,0.05,0,,0.887,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,29,0.1,0,,0.894,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,29,0.2,0,,0.862,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,29,0.3,0,,0.783,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,29,0.4,0,,0.817,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,29,0.5,0,,0.89,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,29,0.6,0,,0.926,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,29,0.7,0,,0.936,0.018,[0],0
adult,NN,TRUE,TRUE,CVAE,29,0.8,0,,0.942,0.056,[0],0
adult,NN,TRUE,TRUE,CVAE,29,0.9,0,,0.949,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,29,1,0,,0.954,0,[0],0
adult,NN,TRUE,TRUE,CVAE,3,0.01,0,,0.274,0.008,[0],0
adult,NN,TRUE,TRUE,CVAE,3,0.05,0,,0.767,0.008,[0],0
adult,NN,TRUE,TRUE,CVAE,3,0.1,0,,0.717,0.008,[0],0
adult,NN,TRUE,TRUE,CVAE,3,0.2,0,,0.711,0.009,[0],0
adult,NN,TRUE,TRUE,CVAE,3,0.3,0,,0.709,0.008,[0],0
adult,NN,TRUE,TRUE,CVAE,3,0.4,0,,0.861,0.01,[0],0
adult,NN,TRUE,TRUE,CVAE,3,0.5,0,,0.92,0.005,[0],0
adult,NN,TRUE,TRUE,CVAE,3,0.6,0,,0.932,0.002,[0],0
adult,NN,TRUE,TRUE,CVAE,3,0.7,0,,0.947,0.007,[0],0
adult,NN,TRUE,TRUE,CVAE,3,0.8,0,,0.952,0.008,[0],0
adult,NN,TRUE,TRUE,CVAE,3,0.9,0,,0.958,0.001,[0],0
adult,NN,TRUE,TRUE,CVAE,3,1,0,,0.963,0.009,[0],0
adult,NN,TRUE,TRUE,CVAE,30,0.01,0,,0.58,0.002,[1],0
adult,NN,TRUE,TRUE,CVAE,30,0.05,0,,0.994,0.005,[1],0
adult,NN,TRUE,TRUE,CVAE,30,0.1,0,,0.997,0.004,[1],0
adult,NN,TRUE,TRUE,CVAE,30,0.2,0,,0.996,0.003,[1],0
adult,NN,TRUE,TRUE,CVAE,30,0.3,0,,0.998,0.006,[1],0
adult,NN,TRUE,TRUE,CVAE,30,0.4,0,,0.998,0.033,[1],0
adult,NN,TRUE,TRUE,CVAE,30,0.5,0,,0.997,0.032,[1],0
adult,NN,TRUE,TRUE,CVAE,30,0.6,0,,0.996,0.04,[1],0
adult,NN,TRUE,TRUE,CVAE,30,0.7,0,,0.995,0.037,[1],0
adult,NN,TRUE,TRUE,CVAE,30,0.8,0,,0.993,0.014,[1],0
adult,NN,TRUE,TRUE,CVAE,30,0.9,0,,0.993,0.025,[1],0
adult,NN,TRUE,TRUE,CVAE,30,1,0,,0.991,0.049,[1],0
adult,NN,TRUE,TRUE,CVAE,31,0.01,0,,0.276,0,[0],0
adult,NN,TRUE,TRUE,CVAE,31,0.05,0,,0.95,0,[0],0
adult,NN,TRUE,TRUE,CVAE,31,0.1,0,,0.982,0,[0],0
adult,NN,TRUE,TRUE,CVAE,31,0.2,0,,0.95,0,[0],0
adult,NN,TRUE,TRUE,CVAE,31,0.3,0,,0.925,0,[0],0
adult,NN,TRUE,TRUE,CVAE,31,0.4,0,,0.847,0,[0],0
adult,NN,TRUE,TRUE,CVAE,31,0.5,0,,0.778,0,[0],0
adult,NN,TRUE,TRUE,CVAE,31,0.6,0,,0.803,0,[0],0
adult,NN,TRUE,TRUE,CVAE,31,0.7,0,,0.841,0,[0],0
adult,NN,TRUE,TRUE,CVAE,31,0.8,0,,0.888,0,[0],0
adult,NN,TRUE,TRUE,CVAE,31,0.9,0,,0.918,0,[0],0
adult,NN,TRUE,TRUE,CVAE,31,1,0,,0.925,0,[0],0
adult,NN,TRUE,TRUE,CVAE,32,0.01,0,,0.786,0.003,[0],1
adult,NN,TRUE,TRUE,CVAE,32,0.05,0,,0.991,0.005,[0],1
adult,NN,TRUE,TRUE,CVAE,32,0.1,0,,0.99,0.005,[0],1
adult,NN,TRUE,TRUE,CVAE,32,0.2,0,,0.983,0.011,[0],1
adult,NN,TRUE,TRUE,CVAE,32,0.3,0,,0.974,0,[0],1
adult,NN,TRUE,TRUE,CVAE,32,0.4,0,,0.974,0.011,[0],1
adult,NN,TRUE,TRUE,CVAE,32,0.5,0,,0.978,0.018,[0],1
adult,NN,TRUE,TRUE,CVAE,32,0.6,0,,0.978,0.008,[0],1
adult,NN,TRUE,TRUE,CVAE,32,0.7,0,,0.979,0.014,[0],1
adult,NN,TRUE,TRUE,CVAE,32,0.8,0,,0.978,0.005,[0],1
adult,NN,TRUE,TRUE,CVAE,32,0.9,0,,0.979,0.001,[0],1
adult,NN,TRUE,TRUE,CVAE,32,1,0,,0.978,0,[0],1
adult,NN,TRUE,TRUE,CVAE,33,0.01,0,,0.058,0.005,[0],1
adult,NN,TRUE,TRUE,CVAE,33,0.05,0,,0.642,0.005,[0],1
adult,NN,TRUE,TRUE,CVAE,33,0.1,0,,0.921,0.006,[0],1
