,dataset,weighting_fn,epoch_num,latent_size,num_samples,select_percent,instance_no,predict_label,label,r2,mse,element1,element3,process_time,target_model,local_output,Active_latent_dim,L1,L2,RSS,TSS,WRSR,WRSR2,auto_encoder_latent_dim
0,adult_one_hot,CVAE,1000,6,5000,100,23,[0],1,0.904,0.022,1,0,36.6,NN,0.191914558,2,5.435742857,0.991897392,7.672317891,79.88494065,0.60576539,0.891576619,6
0,adult_one_hot,CVAE,1000,6,5000,100,24,[0],1,0.864,0.001,1,0,32.9,NN,0.396759242,3,5.647794006,1.148372797,9.779618889,72.07586838,0.635632298,0.932250199,6
0,adult_one_hot,CVAE,1000,6,5000,100,25,[0],1,0.843,0.003,1,0,44.3,NN,0.107321955,2,4.32051514,0.757290086,4.109047043,26.22215024,0.591631501,0.869557888,6
0,adult_one_hot,CVAE,1000,6,5000,100,26,[1],1,0.965,0.088,1,0,33,NN,0.374246001,2,4.14890288,0.704583024,3.065625424,87.64909296,0.550907944,0.808983845,6
0,adult_one_hot,CVAE,1000,6,5000,100,27,[1],1,0.911,0.049,1,0,39.2,NN,0.365929008,1,4.723086735,0.832052724,11.56531801,129.9365037,0.637646996,0.931844756,6
0,adult_one_hot,CVAE,1000,6,5000,100,28,[0],0,0.773,0.08,1,0,28.8,NN,0.406987101,3,3.998817797,0.711574967,5.428805421,23.94554776,0.609008561,0.888191651,6
0,adult_one_hot,CVAE,1000,6,5000,100,29,[0],0,0.798,0.006,1,0,36.1,NN,0.009379586,1,3.488073444,0.614333526,3.979650321,19.66210214,0.590530465,0.859942099,6
0,adult_one_hot,CVAE,1000,6,5000,100,30,[1],1,0.895,0.046,1,0,32.8,NN,0.457528949,1,4.565027024,0.84996519,14.97404079,142.4725949,0.655400138,0.964018572,6
0,adult_one_hot,CVAE,1000,6,5000,100,31,[0],0,0.862,0.049,1,0,41.9,NN,0.412958801,2,4.858212023,0.847465105,4.60058716,33.31166707,0.597221864,0.874575111,6
0,adult_one_hot,CVAE,1000,6,5000,100,32,[1],1,0.955,0.183,1,0,29.4,NN,0.070501208,0,4.368654942,0.746512825,4.188273072,92.44160986,0.576778677,0.844714108,6
0,adult_one_hot,CVAE,1000,6,5000,100,33,[0],0,0.739,0,1,0,45,NN,0.004906174,2,2.078383975,0.377733624,2.051300529,7.845377052,0.5733107,0.844263793,6
0,adult_one_hot,CVAE,1000,6,5000,100,34,[0],0,0.775,0,1,0,24.7,NN,0.000439331,2,2.895567761,0.575977169,1.977902848,8.794843106,0.53099621,0.779111588,6
0,adult_one_hot,CVAE,1000,6,5000,100,35,[0],0,0.838,0,1,0,33.7,NN,0.005665987,2,3.8903471,0.766163549,2.684531014,16.56309021,0.57447174,0.838711547,6
0,adult_one_hot,CVAE,1000,6,5000,100,36,[0],0,0.75,0.004,1,0,36.3,NN,0.088870473,3,3.529853673,0.656993113,6.664006945,26.66292611,0.625224044,0.911489775,6
0,adult_one_hot,CVAE,1000,6,5000,100,37,[0],1,0.827,0.067,1,0,25,NN,0.393408149,2,4.018960968,0.716339999,5.012791145,29.03403355,0.603037355,0.882024294,6
0,adult_one_hot,CVAE,1000,6,5000,100,38,[0],0,0.619,0,1,0,27.8,NN,4.883E-05,1,0.672397974,0.15545593,0.370444096,0.972227668,0.430827353,0.635196058,6
0,adult_one_hot,CVAE,1000,6,5000,100,39,[0],0,0.874,0.001,1,0,33.3,NN,0.022502074,1,5.616582608,1.061281375,5.454307445,43.29543692,0.609743658,0.893519498,6
0,adult_one_hot,CVAE,1000,6,5000,100,40,[0],0,0.792,0.008,1,0,32.5,NN,0.001054904,2,3.229700327,0.610985123,2.597946858,12.51202457,0.56483319,0.830581087,6
0,adult_one_hot,CVAE,1000,6,5000,100,41,[0],0,0.785,0,1,0,34.6,NN,0.014970413,1,2.677501999,0.521415194,1.848336183,8.60287296,0.554301168,0.816133979,6
0,adult_one_hot,CVAE,1000,6,5000,100,42,[0],0,0.788,0.001,1,0,25.7,NN,0.047110222,2,3.172554829,0.580735919,2.636512635,12.43425618,0.566272423,0.834365104,6
0,adult_one_hot,CVAE,1000,6,5000,100,43,[0],0,0.73,0,1,0,27.7,NN,0.000165383,2,0.986551213,0.246600727,0.553805308,2.054638766,0.45089707,0.659691263,6
0,adult_one_hot,CVAE,1000,6,5000,100,44,[0],1,0.836,0.062,1,0,28.9,NN,0.435971648,2,4.504393033,0.821356778,6.369719779,38.90077834,0.597965552,0.876176538,6
0,adult_one_hot,CVAE,1000,6,5000,100,45,[0],0,0.738,0.001,1,0,30.1,NN,0.000337806,2,2.60768163,0.530455371,1.860340354,7.097324701,0.524447238,0.772529772,6
0,adult_one_hot,CVAE,1000,6,5000,100,46,[1],1,0.908,0.042,1,0,32.6,NN,0.352532148,1,4.982740216,0.900323455,13.41711967,145.8290976,0.647911566,0.94870511,6
0,adult_one_hot,CVAE,1000,6,5000,100,47,[0],0,0.693,0,1,0,31.3,NN,1.11334E-05,2,0.887743672,0.210779343,0.486212113,1.586312828,0.470340614,0.69051758,6
0,adult_one_hot,CVAE,1000,6,5000,100,48,[0],0,0.819,0.003,1,0,28.9,NN,0.113044828,2,3.984904381,0.809460035,6.70630344,36.99589618,0.604732071,0.882453142,6
0,adult_one_hot,CVAE,1000,6,5000,100,49,[1],0,0.942,0.045,1,0,30.5,NN,0.400569618,2,4.689827194,0.800545765,5.793033209,100.540662,0.579433124,0.851741558,6
0,adult_one_hot,CVAE,1000,6,5000,100,50,[0],0,0.815,0.001,1,0,26,NN,0.001677739,2,3.262926622,0.631337474,2.226078092,12.01047414,0.56930613,0.841566718,6
0,adult_one_hot,CVAE,1000,6,5000,100,51,[0],0,0.72,0,1,0,32.7,NN,0.004312415,2,1.911744264,0.345718629,1.650353696,5.901349798,0.536164569,0.783351082,6
0,adult_one_hot,CVAE,1000,6,5000,100,52,[0],0,0.877,0.005,1,0,34.3,NN,0.069561735,2,5.392363587,0.951767148,7.086013023,57.84040992,0.625140774,0.914043013,6
0,adult_one_hot,CVAE,1000,6,5000,100,53,[0],0,0.846,0.009,1,0,28.2,NN,0.012912667,2,3.845412195,0.832875064,5.367638709,34.80453738,0.586703949,0.860624195,6
0,adult_one_hot,CVAE,1000,6,5000,100,54,[0],0,0.8,0.005,1,0,26.8,NN,0.012652857,2,3.269570678,0.564055548,3.2240396,16.11595239,0.565537972,0.834828335,6
0,adult_one_hot,CVAE,1000,6,5000,100,55,[1],0,0.948,0.003,1,0,30.3,NN,0.444923043,2,4.523563178,0.782340034,4.89472496,94.22570358,0.576898431,0.840238241,6
0,adult_one_hot,CVAE,1000,6,5000,100,56,[0],0,0.803,0.006,1,0,32.6,NN,0.078023322,2,3.723837839,0.635709814,4.180010618,21.22131137,0.584406361,0.859416627,6
0,adult_one_hot,CVAE,1000,6,5000,100,57,[0],1,0.895,0.121,1,0,32.3,NN,0.432007581,2,5.315586253,1.065969054,7.802481475,74.38865212,0.627740959,0.915863594,6
0,adult_one_hot,CVAE,1000,6,5000,100,58,[0],0,0.822,0,1,0,32.6,NN,0.001301984,1,3.512788019,0.697687977,2.253032324,12.67236645,0.56521243,0.830264017,6
0,adult_one_hot,CVAE,1000,6,5000,100,59,[0],0,0.815,0.001,1,0,37.8,NN,0.290880471,2,3.618128177,0.618681727,3.371404291,18.22265765,0.586843633,0.858722911,6
0,adult_one_hot,CVAE,1000,6,5000,100,60,[0],0,0.759,0.015,1,0,32.7,NN,0.028090172,1,2.549654619,0.49775987,1.711755185,7.112705595,0.560022098,0.821921114,6
0,adult_one_hot,CVAE,1000,6,5000,100,61,[0],0,0.809,0,1,0,22.1,NN,0.0053542,2,3.341898431,0.63467141,2.51940471,13.15691861,0.562236185,0.825874141,6
0,adult_one_hot,CVAE,1000,6,5000,100,62,[0],1,0.842,0.09,1,0,23,NN,0.484077305,2,5.359491005,1.092290393,12.5850987,79.86803378,0.635001143,0.932254373,6
0,adult_one_hot,CVAE,1000,6,5000,100,63,[0],0,0.721,0,1,0,28.6,NN,0.0001595,2,1.396012409,0.252007152,0.786438813,2.819405388,0.530893463,0.773776045,6
0,adult_one_hot,CVAE,1000,6,5000,100,64,[0],0,0.794,0.001,1,0,22.4,NN,3.16679E-05,2,3.884625916,0.779164987,4.73170304,22.92381027,0.608084947,0.89103849,6
0,adult_one_hot,CVAE,1000,6,5000,100,65,[1],1,0.886,0.023,1,0,27.6,NN,0.037483811,2,6.188312065,0.974129898,12.67514244,111.1794758,0.641099425,0.939090148,6
0,adult_one_hot,CVAE,1000,6,5000,100,66,[0],0,0.798,0,1,0,26.2,NN,9.74127E-05,2,3.993260472,0.742628368,3.777601447,18.72283173,0.597782078,0.877765212,6
0,adult_one_hot,CVAE,1000,6,5000,100,67,[0],0,0.877,0,1,0,14.7,NN,0.017455909,1,5.152185632,0.911195352,7.124854858,58.13097624,0.618729172,0.904999369,6
0,adult_one_hot,CVAE,1000,6,5000,100,68,[1],1,0.902,0,1,0,48.3,NN,0.215933859,1,4.934483566,0.884395563,14.96337342,152.8612014,0.653808251,0.958956451,6
0,adult_one_hot,CVAE,1000,6,5000,100,69,[0],0,0.856,0.005,1,0,11.5,NN,0.014160527,1,4.165907765,0.905801426,5.98648509,41.62376515,0.602203694,0.881755683,6
0,adult_one_hot,CVAE,1000,6,5000,100,70,[0],0,0.774,0.054,1,0,40,NN,0.333307207,2,3.330214434,0.607096313,4.377565574,19.37168857,0.578298643,0.849392269,6
0,adult_one_hot,CVAE,1000,6,5000,100,71,[1],0,0.89,0.001,1,0,9.2,NN,0.270474672,1,4.555542714,0.876737326,16.60400915,150.668078,0.667441099,0.98212255,6
0,adult_one_hot,CVAE,1000,6,5000,100,72,[1],1,0.897,0.115,1,0,28.8,NN,0.149288952,1,4.80971233,0.886416651,15.79012526,153.7073079,0.652156611,0.95570958,6
0,adult_one_hot,CVAE,1000,6,5000,100,73,[0],0,0.781,0.032,1,0,15.1,NN,0.311945289,2,3.28205384,0.637346101,4.194490423,19.11604902,0.572128035,0.838715673,6
0,adult_one_hot,CVAE,1000,6,5000,100,74,[0],0,0.884,0.003,1,0,38.1,NN,0.128949612,2,5.562474163,0.984099278,7.591849549,65.52832269,0.611843242,0.892727404,6
0,adult_one_hot,CVAE,1000,6,5000,100,75,[1],1,0.866,0,1,0,12.1,NN,5.96046E-08,1,4.451127572,1.036028217,19.7919565,147.3927449,0.635599444,0.934592983,6
0,adult_one_hot,CVAE,1000,6,5000,100,76,[1],1,0.877,0,1,0,36.2,NN,0.011061907,1,4.93217813,1.058528922,21.11109311,171.9939732,0.663333434,0.975914422,6
0,adult_one_hot,CVAE,1000,6,5000,100,77,[0],0,0.727,0,1,0,22.5,NN,1.03321E-05,2,1.387790829,0.326073916,0.878455338,3.218000385,0.476591853,0.699368747,6
0,adult_one_hot,CVAE,1000,6,5000,100,78,[0],0,0.827,0.013,1,0,10.7,NN,0.013996978,2,4.322788415,0.768450014,3.905357463,22.62126601,0.593428381,0.874517357,6
0,adult_one_hot,CVAE,1000,6,5000,100,79,[0],0,0.772,0.001,1,0,12.2,NN,0.045813665,1,3.06680905,0.523670415,3.041842954,13.35844213,0.575984305,0.84349848,6
0,adult_one_hot,CVAE,1000,6,5000,100,80,[0],1,0.903,0.001,1,0,29.7,NN,0.488330841,2,6.115703975,1.138328889,9.360218505,96.15312037,0.628989331,0.918597305,6
0,adult_one_hot,CVAE,1000,6,5000,100,81,[1],1,0.9,0.001,1,0,48.8,NN,0.263094962,1,4.835577165,0.88532127,15.77423782,157.527509,0.658123797,0.964120319,6
0,adult_one_hot,CVAE,1000,6,5000,100,82,[1],1,0.897,0.085,1,0,23.8,NN,0.481938899,1,4.960798123,0.866604217,15.16671281,146.812004,0.658083495,0.969477704,6
0,adult_one_hot,CVAE,1000,6,5000,100,83,[0],0,0.893,0.001,1,0,8.4,NN,0.148218334,2,5.408468591,0.979683063,6.331175848,58.91378486,0.609787307,0.894874484,6
0,adult_one_hot,CVAE,1000,6,5000,100,84,[0],0,0.816,0.004,1,0,53.9,NN,0.002534718,1,3.249959671,0.561945203,2.557563528,13.93262645,0.567779321,0.833910505,6
0,adult_one_hot,CVAE,1000,6,5000,100,85,[0],0,0.797,0,1,0,42.7,NN,0.000572423,2,2.722657326,0.5661357,1.870547617,9.192435187,0.5467543,0.798725568,6
0,adult_one_hot,CVAE,1000,6,5000,100,86,[0],0,0.786,0,1,0,45.1,NN,0.000555409,2,3.342599422,0.578287634,3.628070917,16.94378742,0.576808314,0.842783279,6
0,adult_one_hot,CVAE,1000,6,5000,100,87,[0],0,0.879,0,1,0,45.1,NN,0.010624024,2,4.966125628,0.995757259,6.09843916,50.21199512,0.618836071,0.905457293,6
0,adult_one_hot,CVAE,1000,6,5000,100,88,[0],1,0.903,0.013,1,0,40.2,NN,0.09647914,2,5.786198265,1.063120839,6.469096401,67.02884907,0.612725816,0.898624806,6
0,adult_one_hot,CVAE,1000,6,5000,100,89,[0],0,0.786,0.019,1,0,4.9,NN,0.201182529,2,3.269867947,0.568950492,3.391693139,15.87598675,0.572463626,0.841131922,6
0,adult_one_hot,CVAE,1000,6,5000,100,90,[0],0,0.802,0,1,0,5.9,NN,0.050593648,2,3.404110034,0.641954688,4.108707592,20.75731239,0.579317193,0.850555191,6
0,adult_one_hot,CVAE,1000,6,5000,100,91,[1],1,0.9,0.012,1,0,52.2,NN,0.446262002,1,4.55427713,0.911031395,17.49809868,174.5496187,0.662642089,0.971937825,6
0,adult_one_hot,CVAE,1000,6,5000,100,92,[0],1,0.818,0.044,1,0,5.6,NN,0.393970639,2,3.511218447,0.641955546,4.116795522,22.65380618,0.588536444,0.866744941,6
0,adult_one_hot,CVAE,1000,6,5000,100,93,[0],1,0.805,0,1,0,5.2,NN,0.113450326,3,4.606844754,0.864500177,6.761814422,34.6466782,0.618005765,0.905666839,6
0,adult_one_hot,CVAE,1000,6,5000,100,94,[0],0,0.828,0.059,1,0,21.1,NN,0.310988456,3,3.676199353,0.751818784,5.39412241,31.34695706,0.596659836,0.873847178,6
0,adult_one_hot,CVAE,1000,6,5000,100,95,[0],1,0.887,0.065,1,0,41.2,NN,0.358168155,2,5.459741748,0.982388206,7.12403534,63.28170864,0.624082371,0.912741882,6
0,adult_one_hot,CVAE,1000,6,5000,100,96,[1],1,0.935,0,1,0,37.4,NN,0.46276933,0,5.020261271,0.875131487,7.581742663,116.1348454,0.599411659,0.88130578,6
0,adult_one_hot,CVAE,1000,6,5000,100,97,[1],1,0.89,0.043,1,0,5,NN,0.043189228,1,4.77810917,0.962695912,19.61819777,178.4694582,0.679233881,0.997241092,6
0,adult_one_hot,CVAE,1000,6,5000,100,98,[0],0,0.838,0.002,1,0,5.6,NN,0.003677751,2,3.86652163,0.754949412,2.90960565,17.99439381,0.565723774,0.833350592,6
0,adult_one_hot,CVAE,1000,6,5000,100,99,[0],0,0.796,0.015,1,0,5.4,NN,0.215017006,2,3.8667697,0.676641274,4.980503436,24.47378006,0.600696249,0.880369414,6
0,adult_one_hot,CVAE,1000,6,5000,100,0,[0],1,0.739,0.001,1,0,40.5,RF,0.13,2,4.375473032,0.831177269,19.49339171,74.70330675,0.653972989,0.95942204,6
0,adult_one_hot,CVAE,1000,6,5000,100,1,[0],0,0.639,0.026,1,0,36.2,RF,0.18,2,6.629164088,1.194497402,37.40610318,103.6431618,0.718424205,1.05612422,6
0,adult_one_hot,CVAE,1000,6,5000,100,2,[0],1,0.658,0.051,1,0,30.9,RF,0.28,2,7.558197604,1.314133569,36.99028033,108.2214193,0.71031889,1.039879196,6
0,adult_one_hot,CVAE,1000,6,5000,100,3,[0],0,0.668,0.009,1,0,39.9,RF,0.05,2,6.037377201,1.070797168,32.07043177,96.45752017,0.704742622,1.033557487,6
0,adult_one_hot,CVAE,1000,6,5000,100,4,[0],0,0.72,0.005,1,0,23.2,RF,0.07,2,4.647329453,0.821922454,17.91440336,63.91173532,0.665309211,0.972984152,6
0,adult_one_hot,CVAE,1000,6,5000,100,5,[0],1,0.64,0,1,0,47.9,RF,0.13,2,5.866467662,1.094569117,36.78440979,102.0505395,0.721287807,1.053729169,6
0,adult_one_hot,CVAE,1000,6,5000,100,6,[0],0,0.65,0.006,1,0,24.5,RF,0.04,2,5.787630479,1.080375029,36.34182531,103.9118735,0.711954457,1.045013496,6
0,adult_one_hot,CVAE,1000,6,5000,100,7,[0],0,0.665,0.016,1,0,32.3,RF,0,2,7.665457641,1.451925576,36.47730206,108.9663107,0.712919345,1.044957301,6
0,adult_one_hot,CVAE,1000,6,5000,100,8,[0],0,0.643,0.02,1,0,42.7,RF,0.12,2,6.548562413,1.169726137,30.68867482,85.85569235,0.718710396,1.051522114,6
0,adult_one_hot,CVAE,1000,6,5000,100,9,[0],0,0.705,0.001,1,0,28.7,RF,0.12,2,5.753580634,1.045698149,30.31408152,102.863102,0.687943923,1.002513679,6
0,adult_one_hot,CVAE,1000,6,5000,100,10,[0],0,0.702,0.004,1,0,46.5,RF,0,2,4.549268438,0.889184645,15.53692066,52.11887725,0.644393306,0.943722217,6
0,adult_one_hot,CVAE,1000,6,5000,100,11,[0],1,0.644,0.034,1,0,16.4,RF,0.04,2,6.540075694,1.169049963,37.58367398,105.5574008,0.717320351,1.053356893,6
0,adult_one_hot,CVAE,1000,6,5000,100,12,[0],0,0.773,0.018,1,0,28.5,RF,0.03,1,3.377417346,0.7590635,10.71723917,47.12221647,0.622971034,0.911530822,6
0,adult_one_hot,CVAE,1000,6,5000,100,13,[0],0,0.691,0.031,1,0,35.4,RF,0,3,2.360085515,0.462336542,5.532620923,17.89912303,0.577721162,0.843436558,6
0,adult_one_hot,CVAE,1000,6,5000,100,14,[0],0,0.675,0.02,1,0,27.2,RF,0,2,5.919304221,1.05071734,25.87896992,79.63731531,0.692006214,1.014080899,6
0,adult_one_hot,CVAE,1000,6,5000,100,15,[0],0,0.707,0.002,1,0,39.5,RF,0.28,2,4.80183898,0.85559435,17.77409591,60.72583718,0.657615588,0.960669725,6
0,adult_one_hot,CVAE,1000,6,5000,100,16,[1],0,0.68,0.016,1,0,42.8,RF,0.39,1,7.293019536,1.240825895,24.4935104,76.5115358,0.646650482,0.947876912,6
0,adult_one_hot,CVAE,1000,6,5000,100,17,[0],0,0.627,0.001,1,0,32.5,RF,0.01,2,7.070711753,1.331302203,39.32820523,105.3490246,0.727043393,1.06531359,6
0,adult_one_hot,CVAE,1000,6,5000,100,18,[0],0,0.727,0.007,1,0,24.8,RF,0.01,2,4.667197703,0.814837993,17.29861082,63.47174179,0.660795255,0.971051755,6
0,adult_one_hot,CVAE,1000,6,5000,100,19,[0],0,0.686,0,1,0,31.7,RF,0,1,1.246418075,0.291574209,3.136420773,10.00260988,0.541475033,0.791983977,6
0,adult_one_hot,CVAE,1000,6,5000,100,20,[0],1,0.68,0.107,1,0,20.3,RF,0.5,2,7.490947527,1.285169331,39.42202935,123.1617408,0.684410864,1.009647378,6
0,adult_one_hot,CVAE,1000,6,5000,100,21,[1],1,0.794,0.034,1,0,30.1,RF,0.12,1,6.840093777,1.224761239,33.09953256,160.831915,0.679765976,0.99897073,6
0,adult_one_hot,CVAE,1000,6,5000,100,22,[1],1,0.804,0.051,1,0,29.1,RF,0.18,1,6.288523575,1.133857505,29.38639789,149.7843079,0.684465917,1.003707547,6
0,adult_one_hot,CVAE,1000,6,5000,100,23,[0],1,0.712,0.005,1,0,34.1,RF,0.11,2,5.098191947,0.897089097,22.68241641,78.70951841,0.666966268,0.976747668,6
0,adult_one_hot,CVAE,1000,6,5000,100,24,[0],1,0.72,0.002,1,0,30.8,RF,0.23,3,3.706018649,0.686400993,14.8861724,53.12890871,0.655995171,0.958693922,6
0,adult_one_hot,CVAE,1000,6,5000,100,25,[0],1,0.656,0.004,1,0,32.1,RF,0.01,2,6.284123908,1.130297083,34.75416883,101.1428052,0.707654229,1.040362034,6
0,adult_one_hot,CVAE,1000,6,5000,100,26,[1],1,0.655,0.064,1,0,36.6,RF,0.36,2,6.435466968,1.066906097,21.12144174,61.24427276,0.647189442,0.953826558,6
0,adult_one_hot,CVAE,1000,6,5000,100,27,[1],1,0.791,0.023,1,0,31.8,RF,0.13,1,6.457276398,1.184949641,28.07814286,134.2625228,0.675558339,0.994178392,6
0,adult_one_hot,CVAE,1000,6,5000,100,28,[0],0,0.653,0.024,1,0,27.3,RF,0.29,3,6.264133714,1.097018902,26.23421451,75.64066942,0.70112128,1.026056183,6
0,adult_one_hot,CVAE,1000,6,5000,100,29,[0],0,0.624,0,1,0,31.7,RF,0,1,7.419462612,1.308218849,39.80705877,105.9664131,0.718337126,1.054895741,6
0,adult_one_hot,CVAE,1000,6,5000,100,30,[0],1,0.669,0.001,1,0,26,RF,0.36,2,8.321013212,1.347669081,35.43837622,107.0434044,0.690327832,1.007386259,6
0,adult_one_hot,CVAE,1000,6,5000,100,31,[1],0,0.764,0,1,0,37.9,RF,0.34,1,7.175771879,1.272428481,26.65107348,112.7974567,0.651181902,0.958001357,6
0,adult_one_hot,CVAE,1000,6,5000,100,32,[1],1,0.669,0.153,1,0,19.6,RF,0.04,0,6.698830525,1.093411041,24.09195775,72.68385404,0.662189154,0.96767967,6
0,adult_one_hot,CVAE,1000,6,5000,100,33,[0],0,0.667,0.022,1,0,29.7,RF,0.08,2,5.844608546,1.108218026,24.20275026,72.67108957,0.682771472,1.003028579,6
0,adult_one_hot,CVAE,1000,6,5000,100,34,[0],0,0.699,0,1,0,36.9,RF,0,2,4.818673986,0.926365498,16.323221,54.27415152,0.65758081,0.958963458,6
0,adult_one_hot,CVAE,1000,6,5000,100,35,[0],0,0.715,0.004,1,0,24,RF,0,2,5.284514485,1.03047212,17.92392563,62.9349356,0.660160561,0.967955923,6
0,adult_one_hot,CVAE,1000,6,5000,100,36,[0],0,0.661,0.036,1,0,21.8,RF,0.08,3,5.939765368,1.039726542,33.15688159,97.87838062,0.687864714,1.007640018,6
0,adult_one_hot,CVAE,1000,6,5000,100,37,[0],1,0.671,0.003,1,0,25.5,RF,0.34,2,6.304822067,1.18090285,38.20909313,116.133531,0.705349288,1.033246622,6
0,adult_one_hot,CVAE,1000,6,5000,100,38,[0],0,0.718,0,1,0,29.4,RF,0.01,1,1.560207656,0.359533037,3.923099796,13.88902977,0.562680213,0.82522234,6
0,adult_one_hot,CVAE,1000,6,5000,100,39,[0],0,0.733,0.001,1,0,28.7,RF,0.04,1,5.59509022,1.098087669,24.86888075,93.06863619,0.659395889,0.970799738,6
0,adult_one_hot,CVAE,1000,6,5000,100,40,[0],0,0.689,0.007,1,0,21.7,RF,0,2,5.209576674,0.955430903,24.11288128,77.62499908,0.685410184,1.004329594,6
0,adult_one_hot,CVAE,1000,6,5000,100,41,[0],0,0.685,0.014,1,0,30.6,RF,0,1,4.990348552,0.955958006,25.40176402,80.686113,0.690719793,1.011328582,6
0,adult_one_hot,CVAE,1000,6,5000,100,42,[0],0,0.685,0.007,1,0,27.9,RF,0.15,2,5.846108908,1.05787365,26.87244143,85.34616056,0.699694154,1.020436689,6
0,adult_one_hot,CVAE,1000,6,5000,100,43,[0],0,0.72,0,1,0,30.1,RF,0.01,2,1.517161351,0.35422711,2.937946329,10.50446619,0.554065757,0.816314776,6
