Comparison,Significance,LatentDim,Dataset,TargetModel,TStatistic,PValue,Value
VAE_vs_CVAE,1,6,adult_one_hot,RF,3.1258490424434404,0.002217459328559337,mse
LIME_vs_CVAE,0,6,adult_one_hot,RF,4661.5,0.40715061143572917,mse
VAE_vs_CVAE,1,6,adult_one_hot,SVM,2.559798795869432,0.011342768906752579,mse
LIME_vs_CVAE,0,6,adult_one_hot,SVM,5323.5,0.42522485934134735,mse
VAE_vs_CVAE,1,6,breastcancer,NN,3.543776507950129,0.0005090156056772432,Active_latent_dim
LIME_vs_CVAE,0,6,breastcancer,NN,,,Active_latent_dim
VAE_vs_CVAE,1,6,breastcancer,RF,3.543776507950129,0.0005090156056772432,Active_latent_dim
LIME_vs_CVAE,0,6,breastcancer,RF,,,Active_latent_dim
VAE_vs_CVAE,1,6,breastcancer,SVM,3.543776507950129,0.0005090156056772432,Active_latent_dim
LIME_vs_CVAE,0,6,breastcancer,SVM,,,Active_latent_dim
VAE_vs_CVAE,1,6,liver,NN,-2.261210118686488,0.02490140414139016,Active_latent_dim
LIME_vs_CVAE,0,6,liver,NN,,,Active_latent_dim
VAE_vs_CVAE,1,6,liver,RF,-2.328149024888199,0.020956213229338428,Active_latent_dim
LIME_vs_CVAE,0,6,liver,RF,,,Active_latent_dim
VAE_vs_CVAE,1,6,liver,SVM,-3.0458534809363207,0.0026539450783767266,Active_latent_dim
LIME_vs_CVAE,0,6,liver,SVM,,,Active_latent_dim
VAE_vs_CVAE,1,6,wine,NN,4.515678146703309,1.0847567375169313e-05,Active_latent_dim
LIME_vs_CVAE,0,6,wine,NN,,,Active_latent_dim
VAE_vs_CVAE,1,6,wine,RF,3.482286000528059,0.0006117502720720844,Active_latent_dim
LIME_vs_CVAE,0,6,wine,RF,,,Active_latent_dim
VAE_vs_CVAE,1,6,wine,SVM,4.458645318063457,1.3810286561750183e-05,Active_latent_dim
LIME_vs_CVAE,0,6,wine,SVM,,,Active_latent_dim
VAE_vs_CVAE,1,6,credit_one_hot,NN,4.052524403721998,7.533233373672503e-05,Active_latent_dim
LIME_vs_CVAE,0,6,credit_one_hot,NN,,,Active_latent_dim
VAE_vs_CVAE,1,6,credit_one_hot,RF,3.747979957316431,0.00023930444350602325,Active_latent_dim
LIME_vs_CVAE,0,6,credit_one_hot,RF,,,Active_latent_dim
VAE_vs_CVAE,1,6,credit_one_hot,SVM,3.6404686577682224,0.00035492565358310167,Active_latent_dim
LIME_vs_CVAE,0,6,credit_one_hot,SVM,,,Active_latent_dim
VAE_vs_CVAE,0,6,adult_one_hot,NN,1.8593655950230168,0.06446479299813007,Active_latent_dim
LIME_vs_CVAE,0,6,adult_one_hot,NN,,,Active_latent_dim
VAE_vs_CVAE,1,6,adult_one_hot,RF,2.6242068567291494,0.009374258201717134,Active_latent_dim
LIME_vs_CVAE,0,6,adult_one_hot,RF,,,Active_latent_dim
VAE_vs_CVAE,1,6,adult_one_hot,SVM,2.3653331247805136,0.019001324227193393,Active_latent_dim
LIME_vs_CVAE,0,6,adult_one_hot,SVM,,,Active_latent_dim
VAE_vs_CVAE,1,6,breastcancer,NN,9.437356230022376,1.0602570753397937e-16,L1
LIME_vs_CVAE,0,6,breastcancer,NN,4675.0,0.4278479191788158,L1
VAE_vs_CVAE,1,6,breastcancer,RF,4.1242425138252505,6.388588717651348e-05,L1
LIME_vs_CVAE,1,6,breastcancer,RF,1069.0,7.709504534411055e-22,L1
VAE_vs_CVAE,1,6,breastcancer,SVM,11.657854152373249,6.623965891076965e-23,L1
LIME_vs_CVAE,0,6,breastcancer,SVM,4871.0,0.753539667960736,L1
VAE_vs_CVAE,0,6,liver,NN,1.0804416506415184,0.281298267525334,L1
LIME_vs_CVAE,1,6,liver,NN,1054.0,5.398204098144477e-22,L1
VAE_vs_CVAE,0,6,liver,RF,1.522391325689488,0.12950681460678248,L1
LIME_vs_CVAE,1,6,liver,RF,13.0,3.7845631983265776e-34,L1
VAE_vs_CVAE,1,6,liver,SVM,-3.88851778152255,0.0001384660037659763,L1
LIME_vs_CVAE,1,6,liver,SVM,434.0,6.747097135299329e-29,L1
VAE_vs_CVAE,1,6,wine,NN,8.04659669412799,1.1437940476716276e-13,L1
LIME_vs_CVAE,1,6,wine,NN,938.0,3.2794575080386335e-23,L1
VAE_vs_CVAE,0,6,wine,RF,-0.04623740520007785,0.9631676303540564,L1
LIME_vs_CVAE,1,6,wine,RF,136.0,1.4433541583120448e-32,L1
VAE_vs_CVAE,1,6,wine,SVM,3.4981042839767387,0.0005785673558400317,L1
LIME_vs_CVAE,1,6,wine,SVM,245.0,3.3742500380095893e-31,L1
VAE_vs_CVAE,1,6,credit_one_hot,NN,26.19449073695317,3.8268031909851863e-66,L1
LIME_vs_CVAE,1,6,credit_one_hot,NN,7782.0,1.0735042775933275e-11,L1
VAE_vs_CVAE,1,6,credit_one_hot,RF,25.00989826044405,2.7908420860049124e-60,L1
LIME_vs_CVAE,1,6,credit_one_hot,RF,644.0,1.8963904115352938e-26,L1
VAE_vs_CVAE,1,6,credit_one_hot,SVM,25.704869663985473,5.38295649453364e-65,L1
LIME_vs_CVAE,0,6,credit_one_hot,SVM,4791.0,0.6104392314803633,L1
VAE_vs_CVAE,1,6,adult_one_hot,NN,11.466313783413504,1.8458894732845204e-23,L1
LIME_vs_CVAE,1,6,adult_one_hot,NN,9517.0,2.5742578944380484e-28,L1
VAE_vs_CVAE,1,6,adult_one_hot,RF,6.057300081692373,7.0381614125641605e-09,L1
LIME_vs_CVAE,1,6,adult_one_hot,RF,600.0,5.946150073619718e-27,L1
VAE_vs_CVAE,1,6,adult_one_hot,SVM,17.791434510884034,3.5757944779860767e-41,L1
LIME_vs_CVAE,0,6,adult_one_hot,SVM,5273.0,0.5055239403459502,L1
VAE_vs_CVAE,1,6,breastcancer,NN,16.41953871888768,2.263098102851692e-34,WRSR
LIME_vs_CVAE,1,6,breastcancer,NN,10000.0,2.562143669163401e-34,WRSR
VAE_vs_CVAE,1,6,breastcancer,RF,14.366942779720056,5.035153867371466e-30,WRSR
LIME_vs_CVAE,1,6,breastcancer,RF,10000.0,2.562143669163401e-34,WRSR
VAE_vs_CVAE,1,6,breastcancer,SVM,17.702803825898034,1.5511217073055714e-37,WRSR
LIME_vs_CVAE,1,6,breastcancer,SVM,10000.0,2.562143669163401e-34,WRSR
VAE_vs_CVAE,0,6,liver,NN,1.9167270161762164,0.05671248661331088,WRSR
LIME_vs_CVAE,1,6,liver,NN,10000.0,2.562143669163401e-34,WRSR
VAE_vs_CVAE,1,6,liver,RF,3.523250200907464,0.0005428999110034662,WRSR
LIME_vs_CVAE,1,6,liver,RF,10000.0,2.562143669163401e-34,WRSR
VAE_vs_CVAE,0,6,liver,SVM,1.8374481047024152,0.06765480804282213,WRSR
LIME_vs_CVAE,1,6,liver,SVM,10000.0,2.562143669163401e-34,WRSR
VAE_vs_CVAE,0,6,wine,NN,0.2663422489713287,0.7902533289473597,WRSR
LIME_vs_CVAE,1,6,wine,NN,10000.0,2.562143669163401e-34,WRSR
VAE_vs_CVAE,1,6,wine,RF,2.6490411712817328,0.00872476216381777,WRSR
LIME_vs_CVAE,1,6,wine,RF,10000.0,2.562143669163401e-34,WRSR
VAE_vs_CVAE,1,6,wine,SVM,3.3711596390471006,0.0009005561247912132,WRSR
LIME_vs_CVAE,1,6,wine,SVM,10000.0,2.562143669163401e-34,WRSR
VAE_vs_CVAE,1,6,credit_one_hot,NN,16.88299179754411,8.311491098788318e-34,WRSR
LIME_vs_CVAE,1,6,credit_one_hot,NN,10000.0,2.562143669163401e-34,WRSR
VAE_vs_CVAE,1,6,credit_one_hot,RF,10.207083509961036,1.761126467695697e-19,WRSR
LIME_vs_CVAE,1,6,credit_one_hot,RF,10000.0,2.562143669163401e-34,WRSR
VAE_vs_CVAE,1,6,credit_one_hot,SVM,16.030058301155616,5.966093680178599e-31,WRSR
LIME_vs_CVAE,1,6,credit_one_hot,SVM,10000.0,2.562143669163401e-34,WRSR
VAE_vs_CVAE,0,6,adult_one_hot,NN,-0.3932363797607088,0.6945969672051951,WRSR
LIME_vs_CVAE,1,6,adult_one_hot,NN,10000.0,2.562143669163401e-34,WRSR
VAE_vs_CVAE,1,6,adult_one_hot,RF,-2.848202432485764,0.0049155269278853275,WRSR
LIME_vs_CVAE,1,6,adult_one_hot,RF,10000.0,2.562143669163401e-34,WRSR
VAE_vs_CVAE,1,6,adult_one_hot,SVM,2.5521594761249147,0.011467524664936522,WRSR
LIME_vs_CVAE,1,6,adult_one_hot,SVM,10000.0,2.562143669163401e-34,WRSR
VAE_vs_CVAE,1,6,breastcancer,NN,17.20070210067106,7.780689971689887e-32,r2
LIME_vs_CVAE,1,6,breastcancer,NN,2445.0,4.328013467435227e-10,r2
VAE_vs_CVAE,1,6,breastcancer,RF,11.801071697398475,7.781886275224179e-21,r2
LIME_vs_CVAE,1,6,breastcancer,RF,734.5,1.985351648688974e-25,r2
VAE_vs_CVAE,1,6,breastcancer,SVM,17.367743865467535,4.8840483442737277e-32,r2
LIME_vs_CVAE,1,6,breastcancer,SVM,2801.5,7.846414990406768e-08,r2
VAE_vs_CVAE,1,6,liver,NN,2.474726662777847,0.014194628608205107,r2
LIME_vs_CVAE,1,6,liver,NN,0.0,2.5496171399859843e-34,r2
VAE_vs_CVAE,1,6,liver,RF,2.590059162700188,0.010368729560968692,r2
LIME_vs_CVAE,1,6,liver,RF,18.0,4.385202428573327e-34,r2
VAE_vs_CVAE,0,6,liver,SVM,-0.15427133911210275,0.8775554364659031,r2
LIME_vs_CVAE,1,6,liver,SVM,0.0,2.557529260363645e-34,r2
VAE_vs_CVAE,0,6,wine,NN,1.3511131721879344,0.17824602481417678,r2
LIME_vs_CVAE,1,6,wine,NN,6.0,3.0631233488601768e-34,r2
VAE_vs_CVAE,0,6,wine,RF,0.011727486450022874,0.9906548618337937,r2
LIME_vs_CVAE,1,6,wine,RF,265.5,6.0417636485576655e-31,r2
VAE_vs_CVAE,0,6,wine,SVM,1.876493315043899,0.06212388785234977,r2
LIME_vs_CVAE,1,6,wine,SVM,0.0,2.5563769228179258e-34,r2
VAE_vs_CVAE,1,6,credit_one_hot,NN,14.47528175220924,6.4239643142333045e-27,r2
LIME_vs_CVAE,1,6,credit_one_hot,NN,69.0,1.9889603823652934e-33,r2
VAE_vs_CVAE,1,6,credit_one_hot,RF,14.31810837014263,9.571268733858343e-28,r2
LIME_vs_CVAE,1,6,credit_one_hot,RF,10000.0,2.4724920651856638e-34,r2
VAE_vs_CVAE,1,6,credit_one_hot,SVM,8.61345600306866,9.821941148011978e-14,r2
LIME_vs_CVAE,1,6,credit_one_hot,SVM,2123.0,2.0710330035014245e-12,r2
VAE_vs_CVAE,1,6,adult_one_hot,NN,9.046008728727902,1.9523473167446575e-16,r2
LIME_vs_CVAE,1,6,adult_one_hot,NN,539.5,1.1749515838118634e-27,r2
VAE_vs_CVAE,1,6,adult_one_hot,RF,15.194087443573325,7.076013757876609e-35,r2
LIME_vs_CVAE,1,6,adult_one_hot,RF,7386.0,5.573225908354597e-09,r2
VAE_vs_CVAE,1,6,adult_one_hot,SVM,4.921515513284442,1.8040846734805627e-06,r2
LIME_vs_CVAE,1,6,adult_one_hot,SVM,0.0,2.5344354847389963e-34,r2
VAE_vs_CVAE,1,6,breastcancer,NN,10.490370508374026,9.57203262419635e-21,RSS
LIME_vs_CVAE,1,6,breastcancer,NN,10000.0,2.562143669163401e-34,RSS
VAE_vs_CVAE,1,6,breastcancer,RF,9.824847248589556,9.061735958173238e-19,RSS
LIME_vs_CVAE,1,6,breastcancer,RF,9836.0,3.2652185994750007e-32,RSS
VAE_vs_CVAE,1,6,breastcancer,SVM,11.928544394913896,5.533154563778794e-25,RSS
LIME_vs_CVAE,1,6,breastcancer,SVM,10000.0,2.562143669163401e-34,RSS
VAE_vs_CVAE,0,6,liver,NN,-0.024905784873919392,0.9801558364668181,RSS
LIME_vs_CVAE,1,6,liver,NN,10000.0,2.562143669163401e-34,RSS
VAE_vs_CVAE,1,6,liver,RF,3.6048916896394285,0.0003951676390310957,RSS
LIME_vs_CVAE,1,6,liver,RF,10000.0,2.562143669163401e-34,RSS
VAE_vs_CVAE,0,6,liver,SVM,1.869672865054973,0.0630375081441203,RSS
LIME_vs_CVAE,1,6,liver,SVM,10000.0,2.562143669163401e-34,RSS
VAE_vs_CVAE,0,6,wine,NN,0.3849253700183097,0.7007063879243198,RSS
LIME_vs_CVAE,1,6,wine,NN,9998.0,2.7207913829411556e-34,RSS
VAE_vs_CVAE,0,6,wine,RF,0.9272938697364148,0.3549092196577396,RSS
LIME_vs_CVAE,1,6,wine,RF,9454.0,1.4101470719067837e-27,RSS
VAE_vs_CVAE,0,6,wine,SVM,-0.51591572246418,0.606491141209003,RSS
LIME_vs_CVAE,1,6,wine,SVM,9909.0,3.8489983180194756e-33,RSS
VAE_vs_CVAE,1,6,credit_one_hot,NN,23.65116608645575,1.0588903483920386e-52,RSS
LIME_vs_CVAE,1,6,credit_one_hot,NN,10000.0,2.562143669163401e-34,RSS
VAE_vs_CVAE,1,6,credit_one_hot,RF,20.934050640864044,4.29094404556806e-47,RSS
LIME_vs_CVAE,1,6,credit_one_hot,RF,9582.0,4.3440027188584264e-29,RSS
VAE_vs_CVAE,1,6,credit_one_hot,SVM,27.23524349478213,3.788645675114536e-64,RSS
LIME_vs_CVAE,1,6,credit_one_hot,SVM,10000.0,2.562143669163401e-34,RSS
VAE_vs_CVAE,1,6,adult_one_hot,NN,6.7309695417639945,2.2422078248957747e-10,RSS
LIME_vs_CVAE,1,6,adult_one_hot,NN,10000.0,2.562143669163401e-34,RSS
VAE_vs_CVAE,1,6,adult_one_hot,RF,5.464301622180558,1.4074999957218728e-07,RSS
LIME_vs_CVAE,1,6,adult_one_hot,RF,9943.0,1.4066334977822515e-33,RSS
VAE_vs_CVAE,1,6,adult_one_hot,SVM,14.766096974430253,2.125208571836736e-28,RSS
LIME_vs_CVAE,1,6,adult_one_hot,SVM,10000.0,2.562143669163401e-34,RSS
VAE_vs_CVAE,1,6,breastcancer,NN,13.894414462708276,1.4442157780228706e-28,TSS
LIME_vs_CVAE,1,6,breastcancer,NN,10000.0,2.562143669163401e-34,TSS
VAE_vs_CVAE,1,6,breastcancer,RF,13.754611142323729,1.0431600161901904e-27,TSS
LIME_vs_CVAE,1,6,breastcancer,RF,7534.0,6.004000823037372e-10,TSS
VAE_vs_CVAE,1,6,breastcancer,SVM,14.232604226513253,3.8353162854540507e-29,TSS
LIME_vs_CVAE,1,6,breastcancer,SVM,9600.0,2.642241457031199e-29,TSS
VAE_vs_CVAE,0,6,liver,NN,1.4593928538829768,0.14604573648263147,TSS
LIME_vs_CVAE,1,6,liver,NN,10000.0,2.562143669163401e-34,TSS
VAE_vs_CVAE,1,6,liver,RF,4.627553852068792,6.699639768765717e-06,TSS
LIME_vs_CVAE,1,6,liver,RF,9486.0,5.9617265417100045e-28,TSS
VAE_vs_CVAE,0,6,liver,SVM,1.3263053997975105,0.1862795507541709,TSS
LIME_vs_CVAE,1,6,liver,SVM,10000.0,2.562143669163401e-34,TSS
VAE_vs_CVAE,0,6,wine,NN,0.5088205768408427,0.6114445065939665,TSS
LIME_vs_CVAE,1,6,wine,NN,9863.0,1.4861744528037037e-32,TSS
VAE_vs_CVAE,0,6,wine,RF,0.3335986332649919,0.7390356307206223,TSS
LIME_vs_CVAE,1,6,wine,RF,3087.0,2.968588817642469e-06,TSS
VAE_vs_CVAE,0,6,wine,SVM,0.9260245213748967,0.3555606951571768,TSS
LIME_vs_CVAE,1,6,wine,SVM,8182.0,7.626122928016905e-15,TSS
VAE_vs_CVAE,1,6,credit_one_hot,NN,22.05238053987432,6.927810769536194e-46,TSS
LIME_vs_CVAE,1,6,credit_one_hot,NN,10000.0,2.562143669163401e-34,TSS
VAE_vs_CVAE,1,6,credit_one_hot,RF,19.61541857744704,2.0293436171054443e-42,TSS
LIME_vs_CVAE,1,6,credit_one_hot,RF,9747.0,4.240675429529254e-31,TSS
VAE_vs_CVAE,1,6,credit_one_hot,SVM,20.484823839169678,6.017412493158121e-45,TSS
LIME_vs_CVAE,1,6,credit_one_hot,SVM,10000.0,2.562143669163401e-34,TSS
VAE_vs_CVAE,1,6,adult_one_hot,NN,10.407875122781777,1.8028356829735456e-19,TSS
LIME_vs_CVAE,1,6,adult_one_hot,NN,10000.0,2.562143669163401e-34,TSS
VAE_vs_CVAE,1,6,adult_one_hot,RF,12.697299036027546,2.770471474747044e-25,TSS
LIME_vs_CVAE,1,6,adult_one_hot,RF,9999.0,2.640284031487027e-34,TSS
VAE_vs_CVAE,1,6,adult_one_hot,SVM,9.895830087809395,1.6973183759916285e-18,TSS
LIME_vs_CVAE,1,6,adult_one_hot,SVM,9790.0,1.2359110747633117e-31,TSS
VAE_vs_CVAE,0,10,MNIST,NN,1.2105854975710237,0.22751638925161238,mse
VAE_vs_CVAE,0,10,MNIST,RF,0.6762556326423381,0.499667996931482,mse
VAE_vs_CVAE,1,10,MNIST,SVM,3.3466435867870343,0.0009873790885864494,mse
VAE_vs_CVAE,1,10,MNIST,NN,9.752077875176688,1.480447123091945e-18,Active_latent_dim
VAE_vs_CVAE,1,10,MNIST,RF,9.81770965124666,9.670644579936416e-19,Active_latent_dim
VAE_vs_CVAE,1,10,MNIST,SVM,9.81770965124666,9.670644579936416e-19,Active_latent_dim
VAE_vs_CVAE,1,10,MNIST,NN,-2.440019288809704,0.01559023142825137,L1
VAE_vs_CVAE,0,10,MNIST,RF,1.7722300743288677,0.07789435947120182,L1
VAE_vs_CVAE,1,10,MNIST,SVM,3.2834703773018648,0.0012289441432515322,L1
VAE_vs_CVAE,1,10,MNIST,NN,6.431577353368877,1.4381763999356228e-09,WRSR
VAE_vs_CVAE,1,10,MNIST,RF,3.230656159415365,0.0014808396272692425,WRSR
VAE_vs_CVAE,1,10,MNIST,SVM,6.92565403265366,1.5566941687856884e-10,WRSR
VAE_vs_CVAE,1,10,MNIST,NN,-4.33753662896706,2.5532794502903618e-05,r2
VAE_vs_CVAE,0,10,MNIST,RF,-1.6949582387094004,0.09184300808791084,r2
VAE_vs_CVAE,1,10,MNIST,SVM,-4.923708621687284,1.9062845908705716e-06,r2
VAE_vs_CVAE,1,10,MNIST,NN,5.390497518253351,2.0482310824906252e-07,RSS
VAE_vs_CVAE,1,10,MNIST,RF,3.741124202562755,0.00024178246468941744,RSS
VAE_vs_CVAE,1,10,MNIST,SVM,9.121134040266787,8.891221742547124e-17,RSS
VAE_vs_CVAE,1,10,MNIST,NN,1.975246580636631,0.04965181463368187,TSS
VAE_vs_CVAE,1,10,MNIST,RF,2.496066207789807,0.013580816786458883,TSS
VAE_vs_CVAE,1,10,MNIST,SVM,4.122279185691636,5.7878722594069884e-05,TSS
