,dataset,weighting_fn,epoch_num,latent_size,num_samples,select_percent,instance_no,predict_label,label,r2,mse,element1,element3,process_time,target_model,local_output,Active_latent_dim,L1,L2,RSS,TSS,WRSR,WRSR2,Peason,spearman,Kendor,auto_encoder_latent_dim
0,adult_one_hot,CVAE,1000,6,5000,100,13,[0],0,0.73,0,1,0,29.7,NN,0.000445553,3,2.386800738,0.508993633,1.828146652,6.767312118,0.518587899,0.762149148,-0.181386174,-0.274478003,-0.185477493,6
0,adult_one_hot,CVAE,1000,6,5000,100,14,[0],0,0.783,0.003,1,0,23.3,NN,0.018539868,2,3.300653353,0.591831341,2.875213861,13.2236528,0.563412756,0.827532243,-0.239254535,-0.283517768,-0.191857736,6
0,adult_one_hot,CVAE,1000,6,5000,100,15,[0],0,0.867,0.001,1,0,42,NN,0.049915954,2,5.271595173,1.009332624,6.47265638,48.73174262,0.613404978,0.902470032,-0.217869446,-0.190472017,-0.127158603,6
0,adult_one_hot,CVAE,1000,6,5000,100,16,[0],0,0.869,0.061,1,0,30,NN,0.485341072,2,5.297229196,0.963792916,6.690402695,51.18871188,0.614573057,0.895772329,-0.265414169,-0.264696605,-0.179836955,6
0,adult_one_hot,CVAE,1000,6,5000,100,17,[0],0,0.812,0.02,1,0,17,NN,0.008687083,2,3.52242842,0.671108018,3.850649417,20.47634412,0.578383027,0.848296113,-0.274938819,-0.352609805,-0.240004314,6
0,adult_one_hot,CVAE,1000,6,5000,100,18,[0],0,0.9,0,1,0,28.9,NN,0.050084002,2,5.044597384,0.940131607,5.735493049,57.50321948,0.607685851,0.888924142,-0.260991333,-0.234147154,-0.157348074,6
0,adult_one_hot,CVAE,1000,6,5000,100,19,[0],0,0.62,0,1,0,26.6,NN,0.0000061,1,0.621574874,0.14478116,0.342086232,0.899164726,0.432785269,0.633776616,-0.13623756,-0.322365079,-0.218457221,6
0,adult_one_hot,CVAE,1000,6,5000,100,20,[0],1,0.843,0.01,1,0,27.6,NN,0.199093312,2,4.296334375,0.848801959,7.784737228,49.4270298,0.614894404,0.903290983,-0.315765306,-0.276828012,-0.187280033,6
0,adult_one_hot,CVAE,1000,6,5000,100,21,[1],1,0.897,0.003,1,0,17.5,NN,0.274322808,1,4.818017552,0.876270523,15.89262461,154.2517811,0.663323191,0.968298952,-0.062692348,-0.121361851,-0.081403513,6
0,adult_one_hot,CVAE,1000,6,5000,100,22,[1],1,0.896,0.12,1,0,25.4,NN,0.176190376,1,4.78305968,0.88337085,15.99649102,153.9274301,0.66712524,0.975203626,-0.046089486,-0.133313769,-0.089219549,6
0,adult_one_hot,CVAE,1000,6,5000,100,23,[0],1,0.912,0,1,0,32,NN,0.191914558,2,5.491204546,1.005862271,6.836935203,77.76286142,0.611840472,0.892153584,-0.267159109,-0.246566088,-0.166196752,6
0,adult_one_hot,CVAE,1000,6,5000,100,24,[0],1,0.869,0.076,1,0,22.3,NN,0.396759242,3,5.704200846,1.153460479,9.399506083,71.66658058,0.638454159,0.936962561,-0.163690727,-0.136990568,-0.091318566,6
0,adult_one_hot,CVAE,1000,6,5000,100,25,[0],1,0.83,0,1,0,27.4,NN,0.107321955,2,4.203068839,0.720648653,4.089759938,24.06963458,0.587790681,0.862325126,-0.258991567,-0.306476888,-0.207500425,6
0,adult_one_hot,CVAE,1000,6,5000,100,26,[1],1,0.963,0.012,1,0,36.4,NN,0.374246001,2,4.145824343,0.701774254,3.314226078,89.56120403,0.552009614,0.804600174,-0.222860298,-0.350450359,-0.239011239,6
0,adult_one_hot,CVAE,1000,6,5000,100,27,[1],1,0.906,0.001,1,0,37.9,NN,0.365929008,1,4.801215803,0.838686235,12.50335548,133.1738364,0.643651542,0.943459291,-0.099679966,-0.187084422,-0.124592553,6
0,adult_one_hot,CVAE,1000,6,5000,100,28,[0],0,0.783,0.089,1,0,33.9,NN,0.406987101,3,4.255933899,0.748572978,5.801960394,26.79183274,0.600183773,0.880195718,-0.23201081,-0.259861,-0.176408559,6
0,adult_one_hot,CVAE,1000,6,5000,100,29,[0],0,0.803,0.001,1,0,25.8,NN,0.009379586,1,3.70562763,0.636608,4.084520484,20.76883817,0.579793842,0.854170489,-0.271651402,-0.334492539,-0.227380447,6
0,adult_one_hot,CVAE,1000,6,5000,100,30,[1],1,0.892,0.092,1,0,19.7,NN,0.457528949,1,4.519701253,0.849715348,15.09972058,139.4751986,0.67734267,0.989810933,-0.020117074,-0.067315496,-0.044688465,6
0,adult_one_hot,CVAE,1000,6,5000,100,31,[0],0,0.863,0.08,1,0,38.4,NN,0.412958801,2,4.848481182,0.848530767,4.670723518,34.15413452,0.598574963,0.878307202,-0.256292616,-0.293690093,-0.197763751,6
0,adult_one_hot,CVAE,1000,6,5000,100,32,[1],1,0.956,0.25,1,0,26.6,NN,0.070501208,0,4.241014192,0.730521469,3.907060154,88.27562396,0.578611138,0.849596652,-0.187944982,-0.275485134,-0.186681511,6
0,adult_one_hot,CVAE,1000,6,5000,100,33,[0],0,0.739,0,1,0,23.3,NN,0.004906174,2,2.196035096,0.406546952,2.227663399,8.538455423,0.562224796,0.826660694,-0.227127691,-0.267086426,-0.182227864,6
0,adult_one_hot,CVAE,1000,6,5000,100,34,[0],0,0.758,0.004,1,0,25.2,NN,0.000439331,2,2.747780727,0.546762573,1.883527182,7.773400837,0.547218797,0.80544023,-0.184143233,-0.27080877,-0.181087286,6
0,adult_one_hot,CVAE,1000,6,5000,100,35,[0],0,0.84,0,1,0,30.9,NN,0.005665987,2,3.715001479,0.715913407,2.524757241,15.73925548,0.576100311,0.843550544,-0.218538275,-0.261394274,-0.174060231,6
0,adult_one_hot,CVAE,1000,6,5000,100,36,[0],0,0.752,0.004,1,0,34.4,NN,0.088870473,3,3.814827679,0.698211948,6.813835485,27.5200966,0.60810711,0.898001684,-0.237392399,-0.236212251,-0.158880947,6
0,adult_one_hot,CVAE,1000,6,5000,100,37,[0],1,0.826,0.043,1,0,28.8,NN,0.393408149,2,4.186162506,0.730812609,5.213889448,29.98168678,0.597462355,0.875908012,-0.282858273,-0.319680232,-0.218446817,6
0,adult_one_hot,CVAE,1000,6,5000,100,38,[0],0,0.626,0,1,0,21.3,NN,0.0000488,1,0.657198013,0.134485278,0.318077761,0.850684695,0.44332233,0.647665511,-0.11379571,-0.30951851,-0.209120858,6
0,adult_one_hot,CVAE,1000,6,5000,100,39,[0],0,0.876,0.034,1,0,24.8,NN,0.022502074,1,5.594369292,1.078723939,5.253365113,42.38377095,0.598711462,0.878338775,-0.248065325,-0.23622554,-0.15882096,6
0,adult_one_hot,CVAE,1000,6,5000,100,40,[0],0,0.787,0,1,0,23.5,NN,0.001054904,2,3.289396119,0.628868341,2.640674783,12.39407571,0.565265029,0.828602792,-0.203247046,-0.275631172,-0.18549738,6
0,adult_one_hot,CVAE,1000,6,5000,100,41,[0],0,0.778,0,1,0,27.1,NN,0.014970413,1,2.419832346,0.470592551,1.617599503,7.27610206,0.550496488,0.810054903,-0.230919129,-0.268746366,-0.1810841,6
0,adult_one_hot,CVAE,1000,6,5000,100,42,[0],0,0.789,0,1,0,27.7,NN,0.047110222,2,3.206935265,0.592887943,2.629979043,12.45796328,0.57549566,0.84426707,-0.203398562,-0.273858594,-0.185137321,6
0,adult_one_hot,CVAE,1000,6,5000,100,43,[0],0,0.712,0,1,0,22.2,NN,0.000165383,2,1.199656328,0.290002741,0.711293489,2.472298841,0.437839712,0.641641463,-0.155582747,-0.321506777,-0.217980259,6
0,adult_one_hot,CVAE,1000,6,5000,100,44,[0],1,0.845,0.032,1,0,27.9,NN,0.435971648,2,4.489661012,0.81718617,6.2105461,40.11243676,0.601793561,0.884158461,-0.294771285,-0.321257848,-0.218877801,6
0,adult_one_hot,CVAE,1000,6,5000,100,45,[0],0,0.746,0,1,0,15,NN,0.000337806,2,2.679846036,0.529940359,1.864790174,7.334182899,0.532099739,0.778127899,-0.186213901,-0.288576308,-0.19344289,6
0,adult_one_hot,CVAE,1000,6,5000,100,46,[1],1,0.914,0,1,0,14,NN,0.352532148,1,4.664343368,0.858752723,13.00446267,151.569337,0.640028226,0.94492079,-0.09372142,-0.187413046,-0.124653281,6
0,adult_one_hot,CVAE,1000,6,5000,100,47,[0],0,0.674,0,1,0,28.4,NN,0.0000111,2,0.974422095,0.237265328,0.555588274,1.705773565,0.459919096,0.673517774,-0.142582682,-0.318277262,-0.214343969,6
0,adult_one_hot,CVAE,1000,6,5000,100,48,[0],0,0.816,0.012,1,0,24.7,NN,0.113044828,2,4.299190401,0.858693829,6.858092228,37.20238032,0.594500261,0.872913203,-0.315278348,-0.322430759,-0.217819331,6
0,adult_one_hot,CVAE,1000,6,5000,100,49,[1],0,0.944,0.02,1,0,19.5,NN,0.400569618,2,4.639747291,0.78405194,5.597173225,99.10988475,0.577629764,0.845360714,-0.182624103,-0.322197379,-0.219205725,6
0,adult_one_hot,CVAE,1000,6,5000,100,50,[0],0,0.814,0,1,0,79.8,NN,0.001677739,2,3.264599943,0.653062444,2.379587188,12.77492225,0.556645706,0.817778497,-0.213887678,-0.275068102,-0.184789091,6
0,adult_one_hot,CVAE,1000,6,5000,100,51,[0],0,0.719,0,1,0,21.6,NN,0.004312415,2,1.879176008,0.331188597,1.560686918,5.561820641,0.520057369,0.760662716,-0.18471981,-0.210011537,-0.141178411,6
0,adult_one_hot,CVAE,1000,6,5000,100,52,[0],0,0.882,0.014,1,0,15.6,NN,0.069561735,2,5.472548983,0.960280755,7.062109216,59.8939566,0.615799133,0.900899328,-0.265175237,-0.249858563,-0.169501415,6
0,adult_one_hot,CVAE,1000,6,5000,100,53,[0],0,0.842,0.019,1,0,27.3,NN,0.012912667,2,4.003615935,0.838400629,5.265147804,33.2415498,0.583117882,0.854977312,-0.280945396,-0.285120784,-0.194855576,6
0,adult_one_hot,CVAE,1000,6,5000,100,54,[0],0,0.806,0.002,1,0,54.8,NN,0.012652857,2,3.311702726,0.5705149,3.025381498,15.58039812,0.578685728,0.843767881,-0.261472793,-0.333657202,-0.229050206,6
0,adult_one_hot,CVAE,1000,6,5000,100,55,[1],0,0.945,0.009,1,0,65.1,NN,0.444923043,2,4.364171417,0.767144415,5.188221501,94.28768749,0.561055925,0.824086791,-0.198865824,-0.344205883,-0.234083692,6
0,adult_one_hot,CVAE,1000,6,5000,100,56,[0],0,0.802,0.001,1,0,35.9,NN,0.078023322,2,3.754987066,0.642723727,4.233594888,21.3886423,0.577683221,0.845412821,-0.284896647,-0.349320884,-0.237685775,6
0,adult_one_hot,CVAE,1000,6,5000,100,57,[0],1,0.898,0.135,1,0,11.2,NN,0.432007581,2,5.46024796,1.094920618,7.755164185,75.73969191,0.617688129,0.907390178,-0.25294809,-0.199336552,-0.135134099,6
0,adult_one_hot,CVAE,1000,6,5000,100,58,[0],0,0.82,0,1,0,66.7,NN,0.001301984,1,3.061763845,0.625569738,1.991369276,11.08553224,0.562238983,0.825103336,-0.185369629,-0.243192114,-0.163083554,6
0,adult_one_hot,CVAE,1000,6,5000,100,59,[0],0,0.813,0.057,1,0,68.8,NN,0.290880471,2,3.530804336,0.628117119,3.423681889,18.33461041,0.578646885,0.847800145,-0.255498322,-0.302410844,-0.206449096,6
0,adult_one_hot,CVAE,1000,6,5000,100,60,[0],0,0.77,0,1,0,28.4,NN,0.028090172,1,2.639864013,0.514962415,1.873206407,8.145495124,0.557471426,0.817061056,-0.211521465,-0.26658225,-0.179785454,6
0,adult_one_hot,CVAE,1000,6,5000,100,61,[0],0,0.813,0.01,1,0,69,NN,0.0053542,2,3.324476957,0.643686047,2.420955537,12.92964682,0.56116277,0.822674935,-0.21391287,-0.266691635,-0.179575971,6
0,adult_one_hot,CVAE,1000,6,5000,100,62,[0],1,0.853,0.122,1,0,43.9,NN,0.484077305,2,5.305639101,1.082538214,12.07491526,81.89237457,0.637064975,0.933049437,-0.211575145,-0.172453732,-0.115361331,6
0,adult_one_hot,CVAE,1000,6,5000,100,63,[0],0,0.73,0,1,0,32.3,NN,0.0001595,2,1.352934066,0.249134401,0.758861753,2.810913522,0.532008615,0.778676204,-0.176384763,-0.173812172,-0.115438706,6
0,adult_one_hot,CVAE,1000,6,5000,100,64,[0],0,0.789,0.002,1,0,36.9,NN,0.0000317,2,4.00383095,0.773235942,4.948580178,23.40916939,0.602007605,0.883657041,-0.214669122,-0.272700416,-0.183254819,6
0,adult_one_hot,CVAE,1000,6,5000,100,65,[1],1,0.888,0.14,1,0,9.4,NN,0.037483811,2,5.773912845,0.9040363,12.51700977,112.0132494,0.648668158,0.949151215,-0.095625856,-0.127361842,-0.084291445,6
0,adult_one_hot,CVAE,1000,6,5000,100,66,[0],0,0.801,0,1,0,8,NN,0.0000974,2,4.11466347,0.765345963,3.925529684,19.73541439,0.592442895,0.865564426,-0.198599243,-0.252002794,-0.168966514,6
0,adult_one_hot,CVAE,1000,6,5000,100,67,[0],0,0.877,0.004,1,0,7.7,NN,0.017455909,1,5.119912611,0.92146478,6.984453528,56.70160161,0.620433177,0.910674395,-0.240677194,-0.238768801,-0.160264671,6
0,adult_one_hot,CVAE,1000,6,5000,100,68,[1],1,0.899,0.005,1,0,5.9,NN,0.215933859,1,4.666410811,0.870771095,15.64302227,154.7703994,0.663351106,0.97590988,-0.045981234,-0.124168781,-0.082994205,6
0,adult_one_hot,CVAE,1000,6,5000,100,69,[0],0,0.857,0.003,1,0,7.5,NN,0.014160527,1,4.512894312,0.937553995,6.343460592,44.3085169,0.598473794,0.876790052,-0.270138621,-0.298767734,-0.202641073,6
0,adult_one_hot,CVAE,1000,6,5000,100,70,[0],0,0.771,0.035,1,0,34.3,NN,0.333307207,2,3.61251885,0.640207085,4.431417041,19.33185814,0.573111798,0.844608418,-0.266479151,-0.328695871,-0.222209526,6
0,adult_one_hot,CVAE,1000,6,5000,100,71,[1],0,0.89,0.001,1,0,48.7,NN,0.270474672,1,4.62256944,0.873165077,16.66272613,151.4475785,0.679257615,0.993896132,-0.011984895,-0.067711787,-0.044951316,6
0,adult_one_hot,CVAE,1000,6,5000,100,72,[1],1,0.896,0.127,1,0,7.4,NN,0.149288952,1,4.9235664,0.892023137,16.13362852,155.8565258,0.657196917,0.963093165,-0.071316105,-0.119299325,-0.079428954,6
0,adult_one_hot,CVAE,1000,6,5000,100,73,[0],0,0.78,0.026,1,0,61.9,NN,0.311945289,2,3.247752243,0.619639684,3.962284352,17.9893607,0.570808485,0.834699911,-0.264464388,-0.299655646,-0.203133844,6
0,adult_one_hot,CVAE,1000,6,5000,100,74,[0],0,0.88,0,1,0,6,NN,0.128949612,2,5.46086229,0.985065967,7.636538766,63.85292415,0.602059001,0.8852135,-0.30070196,-0.270309336,-0.184388851,6
0,adult_one_hot,CVAE,1000,6,5000,100,75,[1],1,0.872,0,1,0,5.9,NN,5.96E-08,1,4.474396067,1.038324911,18.86603781,146.901815,0.626956839,0.916470966,-0.139084096,-0.252969956,-0.170904709,6
0,adult_one_hot,CVAE,1000,6,5000,100,76,[1],1,0.887,0,1,0,6.3,NN,0.011061907,1,4.791195476,1.044892324,19.64873383,173.2756594,0.665462304,0.976029532,-0.043575445,-0.073503424,-0.049976489,6
0,adult_one_hot,CVAE,1000,6,5000,100,77,[0],0,0.741,0,1,0,7.8,NN,0.0000103,2,1.542469678,0.345428504,0.970782671,3.751949244,0.485295533,0.711219859,-0.173445439,-0.279517271,-0.187454433,6
0,adult_one_hot,CVAE,1000,6,5000,100,78,[0],0,0.834,0.019,1,0,6.6,NN,0.013996978,2,4.33885456,0.811603565,3.768049594,22.64766801,0.580388323,0.853435199,-0.232534729,-0.257275187,-0.173789589,6
0,adult_one_hot,CVAE,1000,6,5000,100,79,[0],0,0.772,0,1,0,6.1,NN,0.045813665,1,2.87240683,0.485970862,3.026889698,13.24797821,0.577713764,0.849365474,-0.238579571,-0.272349746,-0.184082097,6
0,adult_one_hot,CVAE,1000,6,5000,100,80,[0],1,0.904,0.016,1,0,6.5,NN,0.488330841,2,5.858793954,1.104121557,9.316377653,97.43784466,0.619026329,0.906065237,-0.237372286,-0.187081453,-0.126161348,6
0,adult_one_hot,CVAE,1000,6,5000,100,81,[1],1,0.903,0.02,1,0,5.4,NN,0.263094962,1,5.1067658,0.906076692,15.26642382,157.7394953,0.661898596,0.96973526,-0.059596921,-0.133523274,-0.089407579,6
0,adult_one_hot,CVAE,1000,6,5000,100,82,[1],1,0.898,0.021,1,0,48.8,NN,0.481938899,1,4.867341694,0.853376652,14.84449414,144.8511362,0.665555708,0.974334339,-0.050132513,-0.104992505,-0.070241508,6
0,adult_one_hot,CVAE,1000,6,5000,100,83,[0],0,0.89,0.014,1,0,27.9,NN,0.148218334,2,5.252825129,0.960985016,6.157916043,55.85549066,0.609671896,0.899095932,-0.246542666,-0.233562302,-0.156467787,6
0,adult_one_hot,CVAE,1000,6,5000,100,84,[0],0,0.817,0,1,0,24.9,NN,0.002534718,1,3.300455976,0.562877351,2.692955631,14.7543173,0.569203879,0.835829229,-0.258189202,-0.3299905,-0.224530455,6
0,adult_one_hot,CVAE,1000,6,5000,100,85,[0],0,0.795,0,1,0,5.1,NN,0.000572423,2,3.046190939,0.626993599,2.102813235,10.2590254,0.548827023,0.805497394,-0.198158757,-0.28083094,-0.188724166,6
0,adult_one_hot,CVAE,1000,6,5000,100,86,[0],0,0.791,0.007,1,0,5.7,NN,0.000555409,2,3.456165885,0.582835874,3.64198986,17.38633732,0.583666917,0.851912506,-0.283149901,-0.332082853,-0.226150228,6
0,adult_one_hot,CVAE,1000,6,5000,100,87,[0],0,0.88,0.003,1,0,6,NN,0.010624024,2,4.740060683,0.999347062,5.838540291,48.59723515,0.617451808,0.897705531,-0.223073616,-0.190509684,-0.127400891,6
0,adult_one_hot,CVAE,1000,6,5000,100,88,[0],1,0.902,0,1,0,8.2,NN,0.09647914,2,5.962253729,1.082017925,6.57600904,66.85447828,0.612198183,0.898297704,-0.239727229,-0.238139385,-0.160515022,6
0,adult_one_hot,CVAE,1000,6,5000,100,89,[0],0,0.801,0.004,1,0,25,NN,0.201182529,2,3.410664038,0.588879665,3.503182218,17.61137318,0.574999788,0.843965,-0.264290193,-0.309151364,-0.210409867,6
0,adult_one_hot,CVAE,1000,6,5000,100,90,[0],0,0.81,0,1,0,10.3,NN,0.050593648,2,3.494917774,0.677563881,4.480955301,23.590677,0.578415546,0.852562796,-0.269725195,-0.293022894,-0.199073878,6
0,adult_one_hot,CVAE,1000,6,5000,100,91,[1],1,0.898,0.008,1,0,58.3,NN,0.446262002,1,5.074940773,0.955676811,17.62577324,173.5331146,0.665655041,0.978584954,-0.04190057,-0.086207722,-0.057698827,6
0,adult_one_hot,CVAE,1000,6,5000,100,92,[0],1,0.805,0.033,1,0,5.4,NN,0.393970639,2,3.623722403,0.63906729,4.248271894,21.78665175,0.58329016,0.858170115,-0.283873726,-0.362832556,-0.248324373,6
0,adult_one_hot,CVAE,1000,6,5000,100,93,[0],1,0.801,0.004,1,0,24.6,NN,0.113450326,3,4.605826721,0.838641908,6.561792126,33.0524756,0.621743353,0.911148331,-0.1920849,-0.207089647,-0.13972176,6
0,adult_one_hot,CVAE,1000,6,5000,100,94,[0],0,0.826,0.034,1,0,14,NN,0.310988456,3,3.858641622,0.767988805,5.33841179,30.76611869,0.592697011,0.869626231,-0.276814624,-0.26055701,-0.177551,6
0,adult_one_hot,CVAE,1000,6,5000,100,95,[0],1,0.887,0.03,1,0,20.4,NN,0.358168155,2,5.268935195,0.961855823,7.190693005,63.89071331,0.625558304,0.916568235,-0.227981219,-0.220761773,-0.148194042,6
0,adult_one_hot,CVAE,1000,6,5000,100,96,[1],1,0.935,0.004,1,0,27.9,NN,0.46276933,0,5.01590799,0.849816106,7.429105618,114.1698533,0.620779198,0.908026684,-0.138607452,-0.271854161,-0.182293695,6
0,adult_one_hot,CVAE,1000,6,5000,100,97,[1],1,0.889,0.038,1,0,26.4,NN,0.043189228,1,4.843545,0.971493959,19.85053032,179.3003203,0.690210631,1.011302792,0.023236242,-0.009680454,-0.005904862,6
0,adult_one_hot,CVAE,1000,6,5000,100,98,[0],0,0.835,0.003,1,0,35.1,NN,0.003677751,2,4.008233471,0.75367094,3.171460644,19.1822005,0.581370968,0.852720224,-0.234224149,-0.267369388,-0.180431955,6
0,adult_one_hot,CVAE,1000,6,5000,100,99,[0],0,0.807,0.023,1,0,24.1,NN,0.215017006,2,3.961289397,0.700941892,4.952904261,25.60808318,0.59060617,0.866050202,-0.27339869,-0.295980151,-0.201136844,6
0,adult_one_hot,CVAE,1000,6,5000,100,0,[0],1,0.749,0.007,1,0,23.8,RF,0.13,2,4.424906863,0.852528646,18.82695556,75.0114465,0.659632169,0.965837774,-0.081851278,-0.043306255,-0.028607083,6
0,adult_one_hot,CVAE,1000,6,5000,100,1,[0],0,0.656,0,1,0,16.6,RF,0.18,2,6.753920272,1.204118906,35.89768563,104.4410316,0.708759206,1.04269245,0.116375703,0.086424481,0.05720216,6
0,adult_one_hot,CVAE,1000,6,5000,100,2,[0],1,0.653,0.022,1,0,30.4,RF,0.28,2,7.244520851,1.278301926,37.58574304,108.3593583,0.708797,1.033999446,0.094383346,0.107342621,0.070306861,6
0,adult_one_hot,CVAE,1000,6,5000,100,3,[0],0,0.678,0.003,1,0,37.1,RF,0.05,2,5.806713493,1.067945993,31.40921177,97.5117228,0.705878833,1.037514299,0.089742973,0.008353943,0.004760632,6
0,adult_one_hot,CVAE,1000,6,5000,100,4,[0],0,0.704,0.014,1,0,33.4,RF,0.07,2,4.699767384,0.83590763,20.11844176,67.99864027,0.66345719,0.972768966,-0.060520736,-0.092105973,-0.061424765,6
0,adult_one_hot,CVAE,1000,6,5000,100,5,[0],1,0.654,0.006,1,0,34.1,RF,0.13,2,5.95550559,1.126378857,37.18153096,107.5161004,0.719721796,1.054852242,0.138461557,0.072362558,0.047504463,6
0,adult_one_hot,CVAE,1000,6,5000,100,6,[0],0,0.654,0.004,1,0,30.4,RF,0.04,2,5.94118037,1.083188424,35.05664963,101.3208392,0.712960718,1.045906209,0.110142122,0.031633627,0.020606764,6
0,adult_one_hot,CVAE,1000,6,5000,100,7,[0],0,0.642,0.011,1,0,32.6,RF,0,2,7.904271327,1.46434411,38.83726569,108.3349633,0.721225277,1.054470398,0.135454942,0.150862161,0.100427445,6
0,adult_one_hot,CVAE,1000,6,5000,100,8,[0],0,0.632,0.003,1,0,35.3,RF,0.12,2,7.181157239,1.239962869,31.92290653,86.80125289,0.713980517,1.047605424,0.096542075,0.084621058,0.056106101,6
0,adult_one_hot,CVAE,1000,6,5000,100,9,[0],0,0.692,0.011,1,0,18,RF,0.12,2,6.043313347,1.086193131,32.94647106,107.0381094,0.689926879,1.011389304,0.029619552,0.020260286,0.013352351,6
0,adult_one_hot,CVAE,1000,6,5000,100,10,[0],0,0.707,0,1,0,19.3,RF,0,2,4.404484509,0.868049936,14.65190378,50.02908886,0.641543222,0.941363902,-0.078081107,-0.192740861,-0.128548215,6
0,adult_one_hot,CVAE,1000,6,5000,100,11,[0],1,0.66,0,1,0,28.1,RF,0.04,2,6.688478406,1.21880894,34.98761036,102.9083585,0.705597325,1.035802436,0.092499638,0.034000737,0.022211962,6
0,adult_one_hot,CVAE,1000,6,5000,100,12,[0],0,0.767,0.025,1,0,27.6,RF,0.03,1,3.390956092,0.744723503,11.26375784,48.29168196,0.610783688,0.895900995,-0.14573403,-0.173395741,-0.115538815,6
0,adult_one_hot,CVAE,1000,6,5000,100,13,[0],0,0.707,0,1,0,22.5,RF,0,3,2.783988102,0.568816475,5.81100518,19.81429849,0.56000378,0.828646193,-0.155363309,-0.245096808,-0.164612115,6
0,adult_one_hot,CVAE,1000,6,5000,100,14,[0],0,0.681,0,1,0,37.7,RF,0,2,6.024973533,1.070471766,27.04104633,84.63848725,0.689793698,1.016416858,0.033998212,-0.084753169,-0.056858572,6
0,adult_one_hot,CVAE,1000,6,5000,100,15,[0],0,0.712,0.002,1,0,33.2,RF,0.28,2,4.479114507,0.804244013,17.51800301,60.75864847,0.649730305,0.956461624,-0.089207252,-0.095883723,-0.063991038,6
0,adult_one_hot,CVAE,1000,6,5000,100,16,[1],0,0.667,0.001,1,0,31.1,RF,0.39,1,7.312719285,1.243637344,25.22537366,75.7037047,0.644173064,0.947143296,-0.12248406,-0.142620477,-0.095062693,6
0,adult_one_hot,CVAE,1000,6,5000,100,17,[0],0,0.631,0.044,1,0,27.9,RF,0.01,2,6.597070086,1.261946919,38.72335972,104.9425599,0.715589304,1.051242181,0.132597191,0.118714177,0.078559872,6
