Comparison,Significance,LatentDim,Dataset,TargetModel,TStatistic,PValue,Value
VAE_vs_CVAE,1,6,credit_one_hot,SVM,3.6404686577682224,0.00035492565358310167,Active_latent_dim
LIME_vs_CVAE,0,6,credit_one_hot,SVM,,,Active_latent_dim
VAE_vs_CVAE,0,6,adult_one_hot,NN,1.8593655950230168,0.06446479299813007,Active_latent_dim
LIME_vs_CVAE,0,6,adult_one_hot,NN,,,Active_latent_dim
VAE_vs_CVAE,1,6,adult_one_hot,RF,2.6242068567291494,0.009374258201717134,Active_latent_dim
LIME_vs_CVAE,0,6,adult_one_hot,RF,,,Active_latent_dim
VAE_vs_CVAE,1,6,adult_one_hot,SVM,2.3653331247805136,0.019001324227193393,Active_latent_dim
LIME_vs_CVAE,0,6,adult_one_hot,SVM,,,Active_latent_dim
VAE_vs_CVAE,1,6,breastcancer,NN,9.589196523751479,4.453323933311563e-17,L1
LIME_vs_CVAE,0,6,breastcancer,NN,4709.0,0.4778253957104366,L1
VAE_vs_CVAE,1,6,breastcancer,RF,4.145395900676323,5.908479973766281e-05,L1
LIME_vs_CVAE,1,6,breastcancer,RF,1081.0,1.0243124424740732e-21,L1
VAE_vs_CVAE,1,6,breastcancer,SVM,11.338883626603279,4.937606329493622e-22,L1
LIME_vs_CVAE,0,6,breastcancer,SVM,5010.0,0.9814810114823133,L1
VAE_vs_CVAE,0,6,liver,NN,1.2240029945351343,0.22245712075327137,L1
LIME_vs_CVAE,1,6,liver,NN,1061.0,6.376032272125534e-22,L1
VAE_vs_CVAE,0,6,liver,RF,1.5925257534990196,0.11286524509750455,L1
LIME_vs_CVAE,1,6,liver,RF,5.0,2.9772381142870293e-34,L1
VAE_vs_CVAE,1,6,liver,SVM,-4.005884376989833,8.817708734784634e-05,L1
LIME_vs_CVAE,1,6,liver,SVM,434.0,6.747097135299329e-29,L1
VAE_vs_CVAE,1,6,wine,NN,8.044912431289934,1.153353677817171e-13,L1
LIME_vs_CVAE,1,6,wine,NN,917.0,1.9583469429632918e-23,L1
VAE_vs_CVAE,0,6,wine,RF,-0.011977049912525847,0.9904559884943069,L1
LIME_vs_CVAE,1,6,wine,RF,133.0,1.3221076107748088e-32,L1
VAE_vs_CVAE,1,6,wine,SVM,3.407123631936978,0.0007951386375767496,L1
LIME_vs_CVAE,1,6,wine,SVM,239.0,2.8420113476852e-31,L1
VAE_vs_CVAE,1,6,credit_one_hot,NN,26.357936997198543,1.3606256240298324e-66,L1
LIME_vs_CVAE,1,6,credit_one_hot,NN,7733.0,2.4461572161019497e-11,L1
VAE_vs_CVAE,1,6,credit_one_hot,RF,25.12798807990076,1.7560287950520594e-60,L1
LIME_vs_CVAE,1,6,credit_one_hot,RF,476.0,2.127912628227152e-28,L1
VAE_vs_CVAE,1,6,credit_one_hot,SVM,25.517937295962362,1.6370630953297963e-64,L1
LIME_vs_CVAE,0,6,credit_one_hot,SVM,4744.0,0.532439867987911,L1
VAE_vs_CVAE,1,6,adult_one_hot,NN,11.505115915750276,1.401209829480755e-23,L1
LIME_vs_CVAE,1,6,adult_one_hot,NN,9492.0,5.069603677559516e-28,L1
VAE_vs_CVAE,1,6,adult_one_hot,RF,6.1331819107025956,4.705931231246839e-09,L1
LIME_vs_CVAE,1,6,adult_one_hot,RF,573.0,2.901933945541531e-27,L1
VAE_vs_CVAE,1,6,adult_one_hot,SVM,17.92930082754317,1.094624175211573e-41,L1
LIME_vs_CVAE,0,6,adult_one_hot,SVM,5212.0,0.6053120122109508,L1
VAE_vs_CVAE,1,6,breastcancer,NN,8.493137136048698,1.751762563847835e-14,spearman
LIME_vs_CVAE,1,6,breastcancer,NN,9787.0,1.3474061345181026e-31,spearman
VAE_vs_CVAE,1,6,breastcancer,RF,7.464346952391722,4.151717047116411e-12,spearman
LIME_vs_CVAE,1,6,breastcancer,RF,9891.0,6.540088192304534e-33,spearman
VAE_vs_CVAE,1,6,breastcancer,SVM,7.943866595224897,3.35521381632091e-13,spearman
LIME_vs_CVAE,1,6,breastcancer,SVM,9873.0,1.1091366844012687e-32,spearman
VAE_vs_CVAE,1,6,liver,NN,2.130634405332891,0.03439460706973847,spearman
LIME_vs_CVAE,1,6,liver,NN,9275.0,1.556551284526344e-25,spearman
VAE_vs_CVAE,1,6,liver,RF,2.989279792347441,0.003186665000410779,spearman
LIME_vs_CVAE,1,6,liver,RF,8710.0,1.260398416727581e-19,spearman
VAE_vs_CVAE,1,6,liver,SVM,2.431594842176575,0.015929390337397868,spearman
LIME_vs_CVAE,1,6,liver,SVM,9730.0,6.883522855948482e-31,spearman
VAE_vs_CVAE,0,6,wine,NN,-0.0734073668780352,0.9415560755406935,spearman
LIME_vs_CVAE,1,6,wine,NN,9856.0,1.823374486553972e-32,spearman
VAE_vs_CVAE,1,6,wine,RF,2.6302357883197236,0.00920734324116753,spearman
LIME_vs_CVAE,1,6,wine,RF,9218.0,6.689680464252103e-25,spearman
VAE_vs_CVAE,1,6,wine,SVM,2.5801311398300886,0.010617685361407564,spearman
LIME_vs_CVAE,1,6,wine,SVM,9964.0,7.527984717381958e-34,spearman
VAE_vs_CVAE,1,6,credit_one_hot,NN,13.428826229420391,4.014710427707017e-29,spearman
LIME_vs_CVAE,1,6,credit_one_hot,NN,9964.0,7.527984717381958e-34,spearman
VAE_vs_CVAE,1,6,credit_one_hot,RF,4.778807896407606,3.888223919641149e-06,spearman
LIME_vs_CVAE,1,6,credit_one_hot,RF,8653.0,4.478063735691975e-19,spearman
VAE_vs_CVAE,1,6,credit_one_hot,SVM,11.533096485999193,9.589399008749171e-24,spearman
LIME_vs_CVAE,1,6,credit_one_hot,SVM,9946.0,1.2866619826841274e-33,spearman
VAE_vs_CVAE,0,6,adult_one_hot,NN,0.6428253988649824,0.5211072383754245,spearman
LIME_vs_CVAE,1,6,adult_one_hot,NN,9325.0,4.263955828149397e-26,spearman
VAE_vs_CVAE,0,6,adult_one_hot,RF,-0.9792768892641541,0.3287545421075371,spearman
LIME_vs_CVAE,0,6,adult_one_hot,RF,5192.0,0.6398496872211095,spearman
VAE_vs_CVAE,1,6,adult_one_hot,SVM,2.4537155963307598,0.015041893142280598,spearman
LIME_vs_CVAE,1,6,adult_one_hot,SVM,9717.0,9.958280162370619e-31,spearman
VAE_vs_CVAE,1,6,breastcancer,NN,17.08456771054343,1.3767397402560757e-31,r2
LIME_vs_CVAE,1,6,breastcancer,NN,2736.0,3.1899702310933743e-08,r2
VAE_vs_CVAE,1,6,breastcancer,RF,11.934877293796307,3.940412779663358e-21,r2
LIME_vs_CVAE,1,6,breastcancer,RF,720.0,1.3659252931153507e-25,r2
VAE_vs_CVAE,1,6,breastcancer,SVM,17.487174285532124,2.6129784349749505e-32,r2
LIME_vs_CVAE,1,6,breastcancer,SVM,2875.0,2.0914014097424312e-07,r2
VAE_vs_CVAE,1,6,liver,NN,2.3609708946553765,0.01921123953921274,r2
LIME_vs_CVAE,1,6,liver,NN,0.0,2.5460286034162883e-34,r2
VAE_vs_CVAE,1,6,liver,RF,2.442051856150508,0.015544187535791851,r2
LIME_vs_CVAE,1,6,liver,RF,18.5,4.449844808710616e-34,r2
VAE_vs_CVAE,0,6,liver,SVM,-0.1674999079541799,0.867150791746387,r2
LIME_vs_CVAE,1,6,liver,SVM,0.0,2.554361548174512e-34,r2
VAE_vs_CVAE,0,6,wine,NN,1.492837973156153,0.13711436926940804,r2
LIME_vs_CVAE,1,6,wine,NN,1.5,2.674660191543159e-34,r2
VAE_vs_CVAE,0,6,wine,RF,0.007162827438044261,0.9942921632734681,r2
LIME_vs_CVAE,1,6,wine,RF,256.0,4.607062336041935e-31,r2
VAE_vs_CVAE,0,6,wine,SVM,1.8492193144103004,0.06597577494389535,r2
LIME_vs_CVAE,1,6,wine,SVM,0.0,2.554217652042472e-34,r2
VAE_vs_CVAE,1,6,credit_one_hot,NN,14.689714685155959,2.034004787444908e-27,r2
LIME_vs_CVAE,1,6,credit_one_hot,NN,37.5,7.794617352205643e-34,r2
VAE_vs_CVAE,1,6,credit_one_hot,RF,14.240245531736583,1.3487356227561487e-27,r2
LIME_vs_CVAE,1,6,credit_one_hot,RF,10000.0,2.474305021292681e-34,r2
VAE_vs_CVAE,1,6,credit_one_hot,SVM,8.484097686236437,1.8796617086545223e-13,r2
LIME_vs_CVAE,1,6,credit_one_hot,SVM,2063.0,7.182479713858949e-13,r2
VAE_vs_CVAE,1,6,adult_one_hot,NN,8.844888071444231,5.773604288852843e-16,r2
LIME_vs_CVAE,1,6,adult_one_hot,NN,473.0,1.943643915981067e-28,r2
VAE_vs_CVAE,1,6,adult_one_hot,RF,15.53841739439436,7.871136713454303e-36,r2
LIME_vs_CVAE,1,6,adult_one_hot,RF,7520.0,7.431960108641555e-10,r2
VAE_vs_CVAE,1,6,adult_one_hot,SVM,4.90706702311765,1.926594380505602e-06,r2
LIME_vs_CVAE,1,6,adult_one_hot,SVM,0.0,2.538437159063977e-34,r2
VAE_vs_CVAE,1,6,breastcancer,NN,10.514574150255166,8.168328103198857e-21,RSS
LIME_vs_CVAE,1,6,breastcancer,NN,10000.0,2.562143669163401e-34,RSS
VAE_vs_CVAE,1,6,breastcancer,RF,10.00747140725369,2.73620003410958e-19,RSS
LIME_vs_CVAE,1,6,breastcancer,RF,9817.0,5.666864107161057e-32,RSS
VAE_vs_CVAE,1,6,breastcancer,SVM,11.974183697382687,4.165485719142408e-25,RSS
LIME_vs_CVAE,1,6,breastcancer,SVM,10000.0,2.562143669163401e-34,RSS
VAE_vs_CVAE,0,6,liver,NN,0.03814586832808299,0.9696108627066575,RSS
LIME_vs_CVAE,1,6,liver,NN,10000.0,2.562143669163401e-34,RSS
VAE_vs_CVAE,1,6,liver,RF,3.569175453227171,0.0004493329729858975,RSS
LIME_vs_CVAE,1,6,liver,RF,10000.0,2.562143669163401e-34,RSS
VAE_vs_CVAE,0,6,liver,SVM,1.814409476333735,0.07115921542328867,RSS
LIME_vs_CVAE,1,6,liver,SVM,10000.0,2.562143669163401e-34,RSS
VAE_vs_CVAE,0,6,wine,NN,0.3803115941777002,0.7041217964036117,RSS
LIME_vs_CVAE,1,6,wine,NN,9998.0,2.7207913829411556e-34,RSS
VAE_vs_CVAE,0,6,wine,RF,0.8708906407002316,0.3848743176050087,RSS
LIME_vs_CVAE,1,6,wine,RF,9461.0,1.1686931854719306e-27,RSS
VAE_vs_CVAE,0,6,wine,SVM,-0.5616924024770091,0.5749645520527529,RSS
LIME_vs_CVAE,1,6,wine,SVM,9905.0,4.33095192810115e-33,RSS
VAE_vs_CVAE,1,6,credit_one_hot,NN,23.74997034593522,1.4688215029399957e-52,RSS
LIME_vs_CVAE,1,6,credit_one_hot,NN,10000.0,2.562143669163401e-34,RSS
VAE_vs_CVAE,1,6,credit_one_hot,RF,21.00327948589539,2.793081414680157e-47,RSS
LIME_vs_CVAE,1,6,credit_one_hot,RF,9593.0,3.206561085386964e-29,RSS
VAE_vs_CVAE,1,6,credit_one_hot,SVM,26.881804860568604,2.961572570043516e-63,RSS
LIME_vs_CVAE,1,6,credit_one_hot,SVM,10000.0,2.562143669163401e-34,RSS
VAE_vs_CVAE,1,6,adult_one_hot,NN,6.784153669876014,1.6992326120058986e-10,RSS
LIME_vs_CVAE,1,6,adult_one_hot,NN,10000.0,2.562143669163401e-34,RSS
VAE_vs_CVAE,1,6,adult_one_hot,RF,5.395480837150704,1.96753207146866e-07,RSS
LIME_vs_CVAE,1,6,adult_one_hot,RF,9973.0,5.754040238176737e-34,RSS
VAE_vs_CVAE,1,6,adult_one_hot,SVM,14.864487844468682,1.118221620684209e-28,RSS
LIME_vs_CVAE,1,6,adult_one_hot,SVM,10000.0,2.562143669163401e-34,RSS
VAE_vs_CVAE,1,6,breastcancer,NN,13.990416823081475,8.86960286080335e-29,TSS
LIME_vs_CVAE,1,6,breastcancer,NN,10000.0,2.562143669163401e-34,TSS
VAE_vs_CVAE,1,6,breastcancer,RF,13.832771261203986,6.88904619084229e-28,TSS
LIME_vs_CVAE,1,6,breastcancer,RF,7505.0,9.388859529618455e-10,TSS
VAE_vs_CVAE,1,6,breastcancer,SVM,14.166163927964908,5.273839244080305e-29,TSS
LIME_vs_CVAE,1,6,breastcancer,SVM,9600.0,2.642241457031199e-29,TSS
VAE_vs_CVAE,0,6,liver,NN,1.4935290650196809,0.13689300068935012,TSS
LIME_vs_CVAE,1,6,liver,NN,10000.0,2.562143669163401e-34,TSS
VAE_vs_CVAE,1,6,liver,RF,4.493176421873221,1.1938916319349313e-05,TSS
LIME_vs_CVAE,1,6,liver,RF,9448.0,1.6560598067774015e-27,TSS
VAE_vs_CVAE,0,6,liver,SVM,1.2721103442675201,0.2048379356250145,TSS
LIME_vs_CVAE,1,6,liver,SVM,10000.0,2.562143669163401e-34,TSS
VAE_vs_CVAE,0,6,wine,NN,0.5507022752948678,0.582458589485668,TSS
LIME_vs_CVAE,1,6,wine,NN,9859.0,1.6704426697515137e-32,TSS
VAE_vs_CVAE,0,6,wine,RF,0.2887435646799903,0.7730797443913756,TSS
LIME_vs_CVAE,1,6,wine,RF,3025.0,1.40375087336396e-06,TSS
VAE_vs_CVAE,0,6,wine,SVM,0.9080718127917162,0.36494429252557037,TSS
LIME_vs_CVAE,1,6,wine,SVM,8198.0,5.595974431337459e-15,TSS
VAE_vs_CVAE,1,6,credit_one_hot,NN,22.051582673094657,1.075101697030251e-45,TSS
LIME_vs_CVAE,1,6,credit_one_hot,NN,10000.0,2.562143669163401e-34,TSS
VAE_vs_CVAE,1,6,credit_one_hot,RF,19.61431889598564,1.619108794153867e-42,TSS
LIME_vs_CVAE,1,6,credit_one_hot,RF,9710.0,1.2143927255828937e-30,TSS
VAE_vs_CVAE,1,6,credit_one_hot,SVM,20.4972870976496,6.477101807860557e-45,TSS
LIME_vs_CVAE,1,6,credit_one_hot,SVM,10000.0,2.562143669163401e-34,TSS
VAE_vs_CVAE,1,6,adult_one_hot,NN,10.463357866509224,1.335906972565389e-19,TSS
LIME_vs_CVAE,1,6,adult_one_hot,NN,10000.0,2.562143669163401e-34,TSS
VAE_vs_CVAE,1,6,adult_one_hot,RF,12.588484209963369,5.611663737957338e-25,TSS
LIME_vs_CVAE,1,6,adult_one_hot,RF,9985.0,4.01828327422864e-34,TSS
VAE_vs_CVAE,1,6,adult_one_hot,SVM,9.931493104166936,1.3497425930116094e-18,TSS
LIME_vs_CVAE,1,6,adult_one_hot,SVM,9821.0,5.046771206402108e-32,TSS
VAE_vs_CVAE,0,10,MNIST,NN,1.5550320200483536,0.1215510313183207,mse
VAE_vs_CVAE,0,10,MNIST,RF,0.5738032703211897,0.5667521519316688,mse
VAE_vs_CVAE,1,10,MNIST,SVM,3.2232039397510523,0.001487317933681901,mse
VAE_vs_CVAE,1,10,MNIST,NN,9.752077875176688,1.480447123091945e-18,Active_latent_dim
VAE_vs_CVAE,1,10,MNIST,RF,9.81770965124666,9.670644579936416e-19,Active_latent_dim
VAE_vs_CVAE,1,10,MNIST,SVM,9.81770965124666,9.670644579936416e-19,Active_latent_dim
VAE_vs_CVAE,1,10,MNIST,NN,-2.382310846711099,0.018167498820657716,L1
VAE_vs_CVAE,0,10,MNIST,RF,1.9240365177486787,0.05578397357751314,L1
VAE_vs_CVAE,1,10,MNIST,SVM,3.7621807634916946,0.00022692740786514517,L1
VAE_vs_CVAE,1,10,MNIST,NN,5.241156423161471,4.3261930425347867e-07,spearman
VAE_vs_CVAE,0,10,MNIST,RF,1.099156159579336,0.2730724384018625,spearman
VAE_vs_CVAE,1,10,MNIST,SVM,6.260628730520275,2.7196110957716382e-09,spearman
VAE_vs_CVAE,1,10,MNIST,NN,-4.410605473257425,1.8788352220454643e-05,r2
VAE_vs_CVAE,0,10,MNIST,RF,-1.7362503189433434,0.08427062165258857,r2
VAE_vs_CVAE,1,10,MNIST,SVM,-4.698108311782549,5.114419862238265e-06,r2
VAE_vs_CVAE,1,10,MNIST,NN,5.436075949043106,1.6304477551550395e-07,RSS
VAE_vs_CVAE,1,10,MNIST,RF,3.724292166748408,0.00025669596366675656,RSS
VAE_vs_CVAE,1,10,MNIST,SVM,9.096954733298578,1.0488850377851089e-16,RSS
VAE_vs_CVAE,0,10,MNIST,NN,1.936047324312234,0.05431122166069566,TSS
VAE_vs_CVAE,1,10,MNIST,RF,2.5036653285475094,0.013306231592531402,TSS
VAE_vs_CVAE,1,10,MNIST,SVM,4.1064943158254374,6.166491216932694e-05,TSS
